TIME,GEO,UNIT,NA_ITEM,Value
2003,Ireland,"Index, 2010=100",Real labour productivity per hour worked,86
2003,Ireland,"Index, 2010=100",Nominal unit labour cost based on persons,91.6
2003,Greece,"Index, 2010=100",Nominal labour productivity per person,
2003,Greece,"Index, 2010=100",Nominal labour productivity per hour worked,
2003,Greece,"Index, 2010=100",Real labour productivity per person,100.7
2003,Greece,"Index, 2010=100",Real labour productivity per hour worked,97.2
2003,Greece,"Index, 2010=100",Nominal unit labour cost based on persons,77.7
2003,Spain,"Index, 2010=100",Nominal labour productivity per person,
2003,Spain,"Index, 2010=100",Nominal labour productivity per hour worked,
2003,Spain,"Index, 2010=100",Real labour productivity per person,95.2
2003,Spain,"Index, 2010=100",Real labour productivity per hour worked,92.8
2003,Spain,"Index, 2010=100",Nominal unit labour cost based on persons,82.6
2003,France,"Index, 2010=100",Nominal labour productivity per person,
2003,France,"Index, 2010=100",Nominal labour productivity per hour worked,
2003,France,"Index, 2010=100",Real labour productivity per person,94.7
2003,France,"Index, 2010=100",Real labour productivity per hour worked,95.3
2003,France,"Index, 2010=100",Nominal unit labour cost based on persons,87.3
2003,Croatia,"Index, 2010=100",Nominal labour productivity per person,
2003,Croatia,"Index, 2010=100",Nominal labour productivity per hour worked,
2003,Croatia,"Index, 2010=100",Real labour productivity per person,104
2003,Croatia,"Index, 2010=100",Real labour productivity per hour worked,
2003,Croatia,"Index, 2010=100",Nominal unit labour cost based on persons,73.7
2003,Italy,"Index, 2010=100",Nominal labour productivity per person,
2003,Italy,"Index, 2010=100",Nominal labour productivity per hour worked,
2003,Italy,"Index, 2010=100",Real labour productivity per person,101.3
2003,Italy,"Index, 2010=100",Real labour productivity per hour worked,99.2
2003,Italy,"Index, 2010=100",Nominal unit labour cost based on persons,84.2
2003,Cyprus,"Index, 2010=100",Nominal labour productivity per person,
2003,Cyprus,"Index, 2010=100",Nominal labour productivity per hour worked,
2003,Cyprus,"Index, 2010=100",Real labour productivity per person,97.1
2003,Cyprus,"Index, 2010=100",Real labour productivity per hour worked,94.1
2003,Cyprus,"Index, 2010=100",Nominal unit labour cost based on persons,81
2003,Latvia,"Index, 2010=100",Nominal labour productivity per person,
2003,Latvia,"Index, 2010=100",Nominal labour productivity per hour worked,
2003,Latvia,"Index, 2010=100",Real labour productivity per person,75.1
2003,Latvia,"Index, 2010=100",Real labour productivity per hour worked,75.4
2003,Latvia,"Index, 2010=100",Nominal unit labour cost based on persons,56.7
2003,Lithuania,"Index, 2010=100",Nominal labour productivity per person,
2003,Lithuania,"Index, 2010=100",Nominal labour productivity per hour worked,
2003,Lithuania,"Index, 2010=100",Real labour productivity per person,71.9
2003,Lithuania,"Index, 2010=100",Real labour productivity per hour worked,75.8
2003,Lithuania,"Index, 2010=100",Nominal unit labour cost based on persons,76.7
2003,Luxembourg,"Index, 2010=100",Nominal labour productivity per person,
2003,Luxembourg,"Index, 2010=100",Nominal labour productivity per hour worked,
2003,Luxembourg,"Index, 2010=100",Real labour productivity per person,101.9
2003,Luxembourg,"Index, 2010=100",Real labour productivity per hour worked,97.9
2003,Luxembourg,"Index, 2010=100",Nominal unit labour cost based on persons,78.7
2003,Hungary,"Index, 2010=100",Nominal labour productivity per person,
2003,Hungary,"Index, 2010=100",Nominal labour productivity per hour worked,
2003,Hungary,"Index, 2010=100",Real labour productivity per person,86.5
2003,Hungary,"Index, 2010=100",Real labour productivity per hour worked,77.7
2003,Hungary,"Index, 2010=100",Nominal unit labour cost based on persons,82.6
2003,Malta,"Index, 2010=100",Nominal labour productivity per person,
2003,Malta,"Index, 2010=100",Nominal labour productivity per hour worked,
2003,Malta,"Index, 2010=100",Real labour productivity per person,95.5
2003,Malta,"Index, 2010=100",Real labour productivity per hour worked,92
2003,Malta,"Index, 2010=100",Nominal unit labour cost based on persons,84.9
2003,Netherlands,"Index, 2010=100",Nominal labour productivity per person,
2003,Netherlands,"Index, 2010=100",Nominal labour productivity per hour worked,
2003,Netherlands,"Index, 2010=100",Real labour productivity per person,94.3
2003,Netherlands,"Index, 2010=100",Real labour productivity per hour worked,94
2003,Netherlands,"Index, 2010=100",Nominal unit labour cost based on persons,90.9
2003,Austria,"Index, 2010=100",Nominal labour productivity per person,
2003,Austria,"Index, 2010=100",Nominal labour productivity per hour worked,
2003,Austria,"Index, 2010=100",Real labour productivity per person,96.4
2003,Austria,"Index, 2010=100",Real labour productivity per hour worked,90.2
2003,Austria,"Index, 2010=100",Nominal unit labour cost based on persons,88.4
2003,Poland,"Index, 2010=100",Nominal labour productivity per person,
2003,Poland,"Index, 2010=100",Nominal labour productivity per hour worked,
2003,Poland,"Index, 2010=100",Real labour productivity per person,82.3
2003,Poland,"Index, 2010=100",Real labour productivity per hour worked,80.9
2003,Poland,"Index, 2010=100",Nominal unit labour cost based on persons,88.3
2003,Portugal,"Index, 2010=100",Nominal labour productivity per person,
2003,Portugal,"Index, 2010=100",Nominal labour productivity per hour worked,
2003,Portugal,"Index, 2010=100",Real labour productivity per person,90.3
2003,Portugal,"Index, 2010=100",Real labour productivity per hour worked,90.4
2003,Portugal,"Index, 2010=100",Nominal unit labour cost based on persons,91.1
2003,Romania,"Index, 2010=100",Nominal labour productivity per person,
2003,Romania,"Index, 2010=100",Nominal labour productivity per hour worked,
2003,Romania,"Index, 2010=100",Real labour productivity per person,73.4
2003,Romania,"Index, 2010=100",Real labour productivity per hour worked,74.4
2003,Romania,"Index, 2010=100",Nominal unit labour cost based on persons,54
2003,Slovenia,"Index, 2010=100",Nominal labour productivity per person,
2003,Slovenia,"Index, 2010=100",Nominal labour productivity per hour worked,
2003,Slovenia,"Index, 2010=100",Real labour productivity per person,87.4
2003,Slovenia,"Index, 2010=100",Real labour productivity per hour worked,85.2
2003,Slovenia,"Index, 2010=100",Nominal unit labour cost based on persons,78.9
2003,Slovakia,"Index, 2010=100",Nominal labour productivity per person,
2003,Slovakia,"Index, 2010=100",Nominal labour productivity per hour worked,
2003,Slovakia,"Index, 2010=100",Real labour productivity per person,74.3
2003,Slovakia,"Index, 2010=100",Real labour productivity per hour worked,79
2003,Slovakia,"Index, 2010=100",Nominal unit labour cost based on persons,84.4
2003,Finland,"Index, 2010=100",Nominal labour productivity per person,
2003,Finland,"Index, 2010=100",Nominal labour productivity per hour worked,
2003,Finland,"Index, 2010=100",Real labour productivity per person,94.6
2003,Finland,"Index, 2010=100",Real labour productivity per hour worked,92.5
2003,Finland,"Index, 2010=100",Nominal unit labour cost based on persons,84.9
2003,Sweden,"Index, 2010=100",Nominal labour productivity per person,
2003,Sweden,"Index, 2010=100",Nominal labour productivity per hour worked,
2003,Sweden,"Index, 2010=100",Real labour productivity per person,88.7
2003,Sweden,"Index, 2010=100",Real labour productivity per hour worked,91.7
2003,Sweden,"Index, 2010=100",Nominal unit labour cost based on persons,88.7
2003,United Kingdom,"Index, 2010=100",Nominal labour productivity per person,
2003,United Kingdom,"Index, 2010=100",Nominal labour productivity per hour worked,
2003,United Kingdom,"Index, 2010=100",Real labour productivity per person,96.3
2003,United Kingdom,"Index, 2010=100",Real labour productivity per hour worked,94
2003,United Kingdom,"Index, 2010=100",Nominal unit labour cost based on persons,80.8
2004,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Index, 2010=100",Nominal labour productivity per person,
2004,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Index, 2010=100",Nominal labour productivity per hour worked,
2004,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Index, 2010=100",Real labour productivity per person,97.8
2004,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Index, 2010=100",Real labour productivity per hour worked,95.6
2004,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Index, 2010=100",Nominal unit labour cost based on persons,89.6
2004,Belgium,"Index, 2010=100",Nominal labour productivity per person,
2004,Belgium,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Belgium,"Index, 2010=100",Real labour productivity per person,97.5
2004,Belgium,"Index, 2010=100",Real labour productivity per hour worked,95.8
2004,Belgium,"Index, 2010=100",Nominal unit labour cost based on persons,88.5
2004,Bulgaria,"Index, 2010=100",Nominal labour productivity per person,
2004,Bulgaria,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Bulgaria,"Index, 2010=100",Real labour productivity per person,83.2
2004,Bulgaria,"Index, 2010=100",Real labour productivity per hour worked,82.2
2004,Bulgaria,"Index, 2010=100",Nominal unit labour cost based on persons,66.2
2004,Czech Republic,"Index, 2010=100",Nominal labour productivity per person,
2004,Czech Republic,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Czech Republic,"Index, 2010=100",Real labour productivity per person,87.3
2004,Czech Republic,"Index, 2010=100",Real labour productivity per hour worked,86.4
2004,Czech Republic,"Index, 2010=100",Nominal unit labour cost based on persons,91.7
2004,Denmark,"Index, 2010=100",Nominal labour productivity per person,
2004,Denmark,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Denmark,"Index, 2010=100",Real labour productivity per person,98.2
2004,Denmark,"Index, 2010=100",Real labour productivity per hour worked,95.8
2004,Denmark,"Index, 2010=100",Nominal unit labour cost based on persons,83.2
2004,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Nominal labour productivity per person,
2004,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Real labour productivity per person,97.4
2004,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Real labour productivity per hour worked,95.2
2004,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Nominal unit labour cost based on persons,95.8
2004,Estonia,"Index, 2010=100",Nominal labour productivity per person,
2004,Estonia,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Estonia,"Index, 2010=100",Real labour productivity per person,85.4
2004,Estonia,"Index, 2010=100",Real labour productivity per hour worked,80.6
2004,Estonia,"Index, 2010=100",Nominal unit labour cost based on persons,66.7
2004,Ireland,"Index, 2010=100",Nominal labour productivity per person,
2004,Ireland,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Ireland,"Index, 2010=100",Real labour productivity per person,93
2004,Ireland,"Index, 2010=100",Real labour productivity per hour worked,89.3
2004,Ireland,"Index, 2010=100",Nominal unit labour cost based on persons,93.4
2004,Greece,"Index, 2010=100",Nominal labour productivity per person,
2004,Greece,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Greece,"Index, 2010=100",Real labour productivity per person,103.3
2004,Greece,"Index, 2010=100",Real labour productivity per hour worked,100.2
2004,Greece,"Index, 2010=100",Nominal unit labour cost based on persons,79
2004,Spain,"Index, 2010=100",Nominal labour productivity per person,
2004,Spain,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Spain,"Index, 2010=100",Real labour productivity per person,94.7
2004,Spain,"Index, 2010=100",Real labour productivity per hour worked,93
2004,Spain,"Index, 2010=100",Nominal unit labour cost based on persons,85
2004,France,"Index, 2010=100",Nominal labour productivity per person,
2004,France,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,France,"Index, 2010=100",Real labour productivity per person,97.2
2004,France,"Index, 2010=100",Real labour productivity per hour worked,96
2004,France,"Index, 2010=100",Nominal unit labour cost based on persons,88
2004,Croatia,"Index, 2010=100",Nominal labour productivity per person,
2004,Croatia,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Croatia,"Index, 2010=100",Real labour productivity per person,106.7
2004,Croatia,"Index, 2010=100",Real labour productivity per hour worked,
2004,Croatia,"Index, 2010=100",Nominal unit labour cost based on persons,74.9
2004,Italy,"Index, 2010=100",Nominal labour productivity per person,
2004,Italy,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Italy,"Index, 2010=100",Real labour productivity per person,102.3
2004,Italy,"Index, 2010=100",Real labour productivity per hour worked,100.1
2004,Italy,"Index, 2010=100",Nominal unit labour cost based on persons,86.2
2004,Cyprus,"Index, 2010=100",Nominal labour productivity per person,
2004,Cyprus,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Cyprus,"Index, 2010=100",Real labour productivity per person,97.7
2004,Cyprus,"Index, 2010=100",Real labour productivity per hour worked,96.5
2004,Cyprus,"Index, 2010=100",Nominal unit labour cost based on persons,82.3
2004,Latvia,"Index, 2010=100",Nominal labour productivity per person,
2004,Latvia,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Latvia,"Index, 2010=100",Real labour productivity per person,81.2
2004,Latvia,"Index, 2010=100",Real labour productivity per hour worked,83.6
2004,Latvia,"Index, 2010=100",Nominal unit labour cost based on persons,60.3
2004,Lithuania,"Index, 2010=100",Nominal labour productivity per person,
2004,Lithuania,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Lithuania,"Index, 2010=100",Real labour productivity per person,77.4
2004,Lithuania,"Index, 2010=100",Real labour productivity per hour worked,77.7
2004,Lithuania,"Index, 2010=100",Nominal unit labour cost based on persons,79.8
2004,Luxembourg,"Index, 2010=100",Nominal labour productivity per person,
2004,Luxembourg,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Luxembourg,"Index, 2010=100",Real labour productivity per person,103.2
2004,Luxembourg,"Index, 2010=100",Real labour productivity per hour worked,99.1
2004,Luxembourg,"Index, 2010=100",Nominal unit labour cost based on persons,80.8
2004,Hungary,"Index, 2010=100",Nominal labour productivity per person,
2004,Hungary,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Hungary,"Index, 2010=100",Real labour productivity per person,91.7
2004,Hungary,"Index, 2010=100",Real labour productivity per hour worked,82.1
2004,Hungary,"Index, 2010=100",Nominal unit labour cost based on persons,85.5
2004,Malta,"Index, 2010=100",Nominal labour productivity per person,
2004,Malta,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Malta,"Index, 2010=100",Real labour productivity per person,95.6
2004,Malta,"Index, 2010=100",Real labour productivity per hour worked,96.5
2004,Malta,"Index, 2010=100",Nominal unit labour cost based on persons,87.3
2004,Netherlands,"Index, 2010=100",Nominal labour productivity per person,
2004,Netherlands,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Netherlands,"Index, 2010=100",Real labour productivity per person,97.4
2004,Netherlands,"Index, 2010=100",Real labour productivity per hour worked,95.6
2004,Netherlands,"Index, 2010=100",Nominal unit labour cost based on persons,90.8
2004,Austria,"Index, 2010=100",Nominal labour productivity per person,
2004,Austria,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Austria,"Index, 2010=100",Real labour productivity per person,98.4
2004,Austria,"Index, 2010=100",Real labour productivity per hour worked,91.9
2004,Austria,"Index, 2010=100",Nominal unit labour cost based on persons,88.4
2004,Poland,"Index, 2010=100",Nominal labour productivity per person,
2004,Poland,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Poland,"Index, 2010=100",Real labour productivity per person,85.5
2004,Poland,"Index, 2010=100",Real labour productivity per hour worked,84
2004,Poland,"Index, 2010=100",Nominal unit labour cost based on persons,87
2004,Portugal,"Index, 2010=100",Nominal labour productivity per person,
2004,Portugal,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Portugal,"Index, 2010=100",Real labour productivity per person,92.6
2004,Portugal,"Index, 2010=100",Real labour productivity per hour worked,92.4
2004,Portugal,"Index, 2010=100",Nominal unit labour cost based on persons,91.3
2004,Romania,"Index, 2010=100",Nominal labour productivity per person,
2004,Romania,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Romania,"Index, 2010=100",Real labour productivity per person,80.9
2004,Romania,"Index, 2010=100",Real labour productivity per hour worked,81.5
2004,Romania,"Index, 2010=100",Nominal unit labour cost based on persons,55.8
2004,Slovenia,"Index, 2010=100",Nominal labour productivity per person,
2004,Slovenia,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Slovenia,"Index, 2010=100",Real labour productivity per person,90.9
2004,Slovenia,"Index, 2010=100",Real labour productivity per hour worked,88
2004,Slovenia,"Index, 2010=100",Nominal unit labour cost based on persons,81.7
2004,Slovakia,"Index, 2010=100",Nominal labour productivity per person,
2004,Slovakia,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Slovakia,"Index, 2010=100",Real labour productivity per person,78.4
2004,Slovakia,"Index, 2010=100",Real labour productivity per hour worked,81.3
2004,Slovakia,"Index, 2010=100",Nominal unit labour cost based on persons,86.4
2004,Finland,"Index, 2010=100",Nominal labour productivity per person,
2004,Finland,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Finland,"Index, 2010=100",Real labour productivity per person,97.8
2004,Finland,"Index, 2010=100",Real labour productivity per hour worked,95.5
2004,Finland,"Index, 2010=100",Nominal unit labour cost based on persons,85.1
2004,Sweden,"Index, 2010=100",Nominal labour productivity per person,
2004,Sweden,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,Sweden,"Index, 2010=100",Real labour productivity per person,93.2
2004,Sweden,"Index, 2010=100",Real labour productivity per hour worked,94.9
2004,Sweden,"Index, 2010=100",Nominal unit labour cost based on persons,88
2004,United Kingdom,"Index, 2010=100",Nominal labour productivity per person,
2004,United Kingdom,"Index, 2010=100",Nominal labour productivity per hour worked,
2004,United Kingdom,"Index, 2010=100",Real labour productivity per person,97.7
2004,United Kingdom,"Index, 2010=100",Real labour productivity per hour worked,96.2
2004,United Kingdom,"Index, 2010=100",Nominal unit labour cost based on persons,83.4
2005,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Index, 2010=100",Nominal labour productivity per person,
2005,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Index, 2010=100",Nominal labour productivity per hour worked,
2005,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Index, 2010=100",Real labour productivity per person,98.3
2005,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Index, 2010=100",Real labour productivity per hour worked,96.5
2005,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Index, 2010=100",Nominal unit labour cost based on persons,90.9
2005,Belgium,"Index, 2010=100",Nominal labour productivity per person,
2005,Belgium,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Belgium,"Index, 2010=100",Real labour productivity per person,98.1
2005,Belgium,"Index, 2010=100",Real labour productivity per hour worked,96.9
2005,Belgium,"Index, 2010=100",Nominal unit labour cost based on persons,89.5
2005,Bulgaria,"Index, 2010=100",Nominal labour productivity per person,
2005,Bulgaria,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Bulgaria,"Index, 2010=100",Real labour productivity per person,86.8
2005,Bulgaria,"Index, 2010=100",Real labour productivity per hour worked,86.1
2005,Bulgaria,"Index, 2010=100",Nominal unit labour cost based on persons,69.3
2005,Czech Republic,"Index, 2010=100",Nominal labour productivity per person,
2005,Czech Republic,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Czech Republic,"Index, 2010=100",Real labour productivity per person,91.1
2005,Czech Republic,"Index, 2010=100",Real labour productivity per hour worked,90.2
2005,Czech Republic,"Index, 2010=100",Nominal unit labour cost based on persons,91.3
2005,Denmark,"Index, 2010=100",Nominal labour productivity per person,
2005,Denmark,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Denmark,"Index, 2010=100",Real labour productivity per person,99.1
2005,Denmark,"Index, 2010=100",Real labour productivity per hour worked,97.1
2005,Denmark,"Index, 2010=100",Nominal unit labour cost based on persons,85.2
2005,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Nominal labour productivity per person,
2005,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Real labour productivity per person,98.1
2005,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Real labour productivity per hour worked,96.6
2005,Germany (until 1990 former territory of the FRG),"Index, 2010=100",Nominal unit labour cost based on persons,95.3
2005,Estonia,"Index, 2010=100",Nominal labour productivity per person,
2005,Estonia,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Estonia,"Index, 2010=100",Real labour productivity per person,91.3
2005,Estonia,"Index, 2010=100",Real labour productivity per hour worked,85.3
2005,Estonia,"Index, 2010=100",Nominal unit labour cost based on persons,68.9
2005,Ireland,"Index, 2010=100",Nominal labour productivity per person,
2005,Ireland,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Ireland,"Index, 2010=100",Real labour productivity per person,93.8
2005,Ireland,"Index, 2010=100",Real labour productivity per hour worked,89.7
2005,Ireland,"Index, 2010=100",Nominal unit labour cost based on persons,97.5
2005,Greece,"Index, 2010=100",Nominal labour productivity per person,
2005,Greece,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Greece,"Index, 2010=100",Real labour productivity per person,102.9
2005,Greece,"Index, 2010=100",Real labour productivity per hour worked,97.3
2005,Greece,"Index, 2010=100",Nominal unit labour cost based on persons,86
2005,Spain,"Index, 2010=100",Nominal labour productivity per person,
2005,Spain,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Spain,"Index, 2010=100",Real labour productivity per person,94.2
2005,Spain,"Index, 2010=100",Real labour productivity per hour worked,93.3
2005,Spain,"Index, 2010=100",Nominal unit labour cost based on persons,88
2005,France,"Index, 2010=100",Nominal labour productivity per person,
2005,France,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,France,"Index, 2010=100",Real labour productivity per person,98.1
2005,France,"Index, 2010=100",Real labour productivity per hour worked,97.2
2005,France,"Index, 2010=100",Nominal unit labour cost based on persons,89.8
2005,Croatia,"Index, 2010=100",Nominal labour productivity per person,
2005,Croatia,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Croatia,"Index, 2010=100",Real labour productivity per person,110.3
2005,Croatia,"Index, 2010=100",Real labour productivity per hour worked,
2005,Croatia,"Index, 2010=100",Nominal unit labour cost based on persons,76.5
2005,Italy,"Index, 2010=100",Nominal labour productivity per person,
2005,Italy,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Italy,"Index, 2010=100",Real labour productivity per person,102.7
2005,Italy,"Index, 2010=100",Real labour productivity per hour worked,100.7
2005,Italy,"Index, 2010=100",Nominal unit labour cost based on persons,88.1
2005,Cyprus,"Index, 2010=100",Nominal labour productivity per person,
2005,Cyprus,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Cyprus,"Index, 2010=100",Real labour productivity per person,97.7
2005,Cyprus,"Index, 2010=100",Real labour productivity per hour worked,98.2
2005,Cyprus,"Index, 2010=100",Nominal unit labour cost based on persons,87.7
2005,Latvia,"Index, 2010=100",Nominal labour productivity per person,
2005,Latvia,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Latvia,"Index, 2010=100",Real labour productivity per person,89.1
2005,Latvia,"Index, 2010=100",Real labour productivity per hour worked,90.4
2005,Latvia,"Index, 2010=100",Nominal unit labour cost based on persons,69.5
2005,Lithuania,"Index, 2010=100",Nominal labour productivity per person,
2005,Lithuania,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Lithuania,"Index, 2010=100",Real labour productivity per person,82.8
2005,Lithuania,"Index, 2010=100",Real labour productivity per hour worked,83
2005,Lithuania,"Index, 2010=100",Nominal unit labour cost based on persons,84.9
2005,Luxembourg,"Index, 2010=100",Nominal labour productivity per person,
2005,Luxembourg,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Luxembourg,"Index, 2010=100",Real labour productivity per person,103.6
2005,Luxembourg,"Index, 2010=100",Real labour productivity per hour worked,101.3
2005,Luxembourg,"Index, 2010=100",Nominal unit labour cost based on persons,83.5
2005,Hungary,"Index, 2010=100",Nominal labour productivity per person,
2005,Hungary,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Hungary,"Index, 2010=100",Real labour productivity per person,96
2005,Hungary,"Index, 2010=100",Real labour productivity per hour worked,85.9
2005,Hungary,"Index, 2010=100",Nominal unit labour cost based on persons,87.9
2005,Malta,"Index, 2010=100",Nominal labour productivity per person,
2005,Malta,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Malta,"Index, 2010=100",Real labour productivity per person,98
2005,Malta,"Index, 2010=100",Real labour productivity per hour worked,95.8
2005,Malta,"Index, 2010=100",Nominal unit labour cost based on persons,86.3
2005,Netherlands,"Index, 2010=100",Nominal labour productivity per person,
2005,Netherlands,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Netherlands,"Index, 2010=100",Real labour productivity per person,98.8
2005,Netherlands,"Index, 2010=100",Real labour productivity per hour worked,98
2005,Netherlands,"Index, 2010=100",Nominal unit labour cost based on persons,90.4
2005,Austria,"Index, 2010=100",Nominal labour productivity per person,
2005,Austria,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Austria,"Index, 2010=100",Real labour productivity per person,99.3
2005,Austria,"Index, 2010=100",Real labour productivity per hour worked,93.9
2005,Austria,"Index, 2010=100",Nominal unit labour cost based on persons,89.4
2005,Poland,"Index, 2010=100",Nominal labour productivity per person,
2005,Poland,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Poland,"Index, 2010=100",Real labour productivity per person,86.6
2005,Poland,"Index, 2010=100",Real labour productivity per hour worked,85.4
2005,Poland,"Index, 2010=100",Nominal unit labour cost based on persons,87.7
2005,Portugal,"Index, 2010=100",Nominal labour productivity per person,
2005,Portugal,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Portugal,"Index, 2010=100",Real labour productivity per person,93.7
2005,Portugal,"Index, 2010=100",Real labour productivity per hour worked,93.5
2005,Portugal,"Index, 2010=100",Nominal unit labour cost based on persons,94.4
2005,Romania,"Index, 2010=100",Nominal labour productivity per person,
2005,Romania,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Romania,"Index, 2010=100",Real labour productivity per person,85.6
2005,Romania,"Index, 2010=100",Real labour productivity per hour worked,85.9
2005,Romania,"Index, 2010=100",Nominal unit labour cost based on persons,68
2005,Slovenia,"Index, 2010=100",Nominal labour productivity per person,
2005,Slovenia,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Slovenia,"Index, 2010=100",Real labour productivity per person,95
2005,Slovenia,"Index, 2010=100",Real labour productivity per hour worked,94.1
2005,Slovenia,"Index, 2010=100",Nominal unit labour cost based on persons,82.9
2005,Slovakia,"Index, 2010=100",Nominal labour productivity per person,
2005,Slovakia,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Slovakia,"Index, 2010=100",Real labour productivity per person,82.4
2005,Slovakia,"Index, 2010=100",Real labour productivity per hour worked,84
2005,Slovakia,"Index, 2010=100",Nominal unit labour cost based on persons,89.7
2005,Finland,"Index, 2010=100",Nominal labour productivity per person,
2005,Finland,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Finland,"Index, 2010=100",Real labour productivity per person,98.9
2005,Finland,"Index, 2010=100",Real labour productivity per hour worked,97.2
2005,Finland,"Index, 2010=100",Nominal unit labour cost based on persons,87
2005,Sweden,"Index, 2010=100",Nominal labour productivity per person,
2005,Sweden,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,Sweden,"Index, 2010=100",Real labour productivity per person,95.6
2005,Sweden,"Index, 2010=100",Real labour productivity per hour worked,97.4
2005,Sweden,"Index, 2010=100",Nominal unit labour cost based on persons,88.5
2005,United Kingdom,"Index, 2010=100",Nominal labour productivity per person,
2005,United Kingdom,"Index, 2010=100",Nominal labour productivity per hour worked,
2005,United Kingdom,"Index, 2010=100",Real labour productivity per person,99.4
