TIME,GEO,GEO_LABEL,UNIT,Value
2013,FR21,Champagne-Ardenne,Euro per inhabitant in percentage of the EU average,103
2013,FR21,Champagne-Ardenne,Purchasing power standard (PPS) per inhabitant,24900
2013,FR21,Champagne-Ardenne,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,93
2013,FR21,Champagne-Ardenne,Million euro,36955
2013,FR21,Champagne-Ardenne,Million purchasing power standard (PPS),33308
2013,FR22,Picardie,Euro per inhabitant,24100
2013,FR22,Picardie,Euro per inhabitant in percentage of the EU average,90
2013,FR22,Picardie,Purchasing power standard (PPS) per inhabitant,21700
2013,FR22,Picardie,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,81
2013,FR22,Picardie,Million euro,46458
2013,FR22,Picardie,Million purchasing power standard (PPS),41874
2013,FR23,Haute-Normandie,Euro per inhabitant,27900
2013,FR23,Haute-Normandie,Euro per inhabitant in percentage of the EU average,104
2013,FR23,Haute-Normandie,Purchasing power standard (PPS) per inhabitant,25200
2013,FR23,Haute-Normandie,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,94
2013,FR23,Haute-Normandie,Million euro,51687
2013,FR23,Haute-Normandie,Million purchasing power standard (PPS),46587
2013,FR24,Centre (FR),Euro per inhabitant,26700
2013,FR24,Centre (FR),Euro per inhabitant in percentage of the EU average,100
2013,FR24,Centre (FR),Purchasing power standard (PPS) per inhabitant,24100
2013,FR24,Centre (FR),Purchasing power standards (PPS) per inhabitant in percentage of the EU average,90
2013,FR24,Centre (FR),Million euro,68818
2013,FR24,Centre (FR),Million purchasing power standard (PPS),62028
2013,FR25,Basse-Normandie,Euro per inhabitant,25700
2013,FR25,Basse-Normandie,Euro per inhabitant in percentage of the EU average,96
2013,FR25,Basse-Normandie,Purchasing power standard (PPS) per inhabitant,23100
2013,FR25,Basse-Normandie,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,86
2013,FR25,Basse-Normandie,Million euro,37913
2013,FR25,Basse-Normandie,Million purchasing power standard (PPS),34172
2013,FR26,Bourgogne,Euro per inhabitant,26700
2013,FR26,Bourgogne,Euro per inhabitant in percentage of the EU average,100
2013,FR26,Bourgogne,Purchasing power standard (PPS) per inhabitant,24100
2013,FR26,Bourgogne,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,90
2013,FR26,Bourgogne,Million euro,43771
2013,FR26,Bourgogne,Million purchasing power standard (PPS),39452
2013,FR30,Nord - Pas-de-Calais,Euro per inhabitant,25700
2013,FR30,Nord - Pas-de-Calais,Euro per inhabitant in percentage of the EU average,96
2013,FR30,Nord - Pas-de-Calais,Purchasing power standard (PPS) per inhabitant,23200
2013,FR30,Nord - Pas-de-Calais,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,87
2013,FR30,Nord - Pas-de-Calais,Million euro,104324
2013,FR30,Nord - Pas-de-Calais,Million purchasing power standard (PPS),94031
2013,FR41,Lorraine,Euro per inhabitant,24000
2013,FR41,Lorraine,Euro per inhabitant in percentage of the EU average,90
2013,FR41,Lorraine,Purchasing power standard (PPS) per inhabitant,21600
2013,FR41,Lorraine,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,81
2013,FR41,Lorraine,Million euro,56341
2013,FR41,Lorraine,Million purchasing power standard (PPS),50782
2013,FR42,Alsace,Euro per inhabitant,29400
2013,FR42,Alsace,Euro per inhabitant in percentage of the EU average,110
2013,FR42,Alsace,Purchasing power standard (PPS) per inhabitant,26500
2013,FR42,Alsace,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,99
2013,FR42,Alsace,Million euro,54868
2013,FR42,Alsace,Million purchasing power standard (PPS),49454
2013,FR43,Franche-Comt�,Euro per inhabitant,23700
2013,FR43,Franche-Comt�,Euro per inhabitant in percentage of the EU average,89
2013,FR43,Franche-Comt�,Purchasing power standard (PPS) per inhabitant,21400
2013,FR43,Franche-Comt�,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,80
2013,FR43,Franche-Comt�,Million euro,27974
2013,FR43,Franche-Comt�,Million purchasing power standard (PPS),25214
2013,FR51,Pays de la Loire,Euro per inhabitant,28600
2013,FR51,Pays de la Loire,Euro per inhabitant in percentage of the EU average,107
2013,FR51,Pays de la Loire,Purchasing power standard (PPS) per inhabitant,25800
2013,FR51,Pays de la Loire,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,96
2013,FR51,Pays de la Loire,Million euro,105175
2013,FR51,Pays de la Loire,Million purchasing power standard (PPS),94797
2013,FR52,Bretagne,Euro per inhabitant,26600
2013,FR52,Bretagne,Euro per inhabitant in percentage of the EU average,100
2013,FR52,Bretagne,Purchasing power standard (PPS) per inhabitant,24000
2013,FR52,Bretagne,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,90
2013,FR52,Bretagne,Million euro,86862
2013,FR52,Bretagne,Million purchasing power standard (PPS),78291
2013,FR53,Poitou-Charentes,Euro per inhabitant,26200
2013,FR53,Poitou-Charentes,Euro per inhabitant in percentage of the EU average,98
2013,FR53,Poitou-Charentes,Purchasing power standard (PPS) per inhabitant,23600
2013,FR53,Poitou-Charentes,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,88
2013,FR53,Poitou-Charentes,Million euro,46971
2013,FR53,Poitou-Charentes,Million purchasing power standard (PPS),42337
2013,FR61,Aquitaine,Euro per inhabitant,28100
2013,FR61,Aquitaine,Euro per inhabitant in percentage of the EU average,105
2013,FR61,Aquitaine,Purchasing power standard (PPS) per inhabitant,25300
2013,FR61,Aquitaine,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,95
2013,FR61,Aquitaine,Million euro,93307
2013,FR61,Aquitaine,Million purchasing power standard (PPS),84100
2013,FR62,Midi-Pyr�n�es,Euro per inhabitant,28900
2013,FR62,Midi-Pyr�n�es,Euro per inhabitant in percentage of the EU average,108
2013,FR62,Midi-Pyr�n�es,Purchasing power standard (PPS) per inhabitant,26100
2013,FR62,Midi-Pyr�n�es,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,98
2013,FR62,Midi-Pyr�n�es,Million euro,85518
2013,FR62,Midi-Pyr�n�es,Million purchasing power standard (PPS),77080
2013,FR63,Limousin,Euro per inhabitant,24000
2013,FR63,Limousin,Euro per inhabitant in percentage of the EU average,90
2013,FR63,Limousin,Purchasing power standard (PPS) per inhabitant,21600
2013,FR63,Limousin,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,81
2013,FR63,Limousin,Million euro,17665
2013,FR63,Limousin,Million purchasing power standard (PPS),15922
2013,FR71,Rh�ne-Alpes,Euro per inhabitant,32000
2013,FR71,Rh�ne-Alpes,Euro per inhabitant in percentage of the EU average,120
2013,FR71,Rh�ne-Alpes,Purchasing power standard (PPS) per inhabitant,28900
2013,FR71,Rh�ne-Alpes,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,108
2013,FR71,Rh�ne-Alpes,Million euro,205670
2013,FR71,Rh�ne-Alpes,Million purchasing power standard (PPS),185377
2013,FR72,Auvergne,Euro per inhabitant,25900
2013,FR72,Auvergne,Euro per inhabitant in percentage of the EU average,97
2013,FR72,Auvergne,Purchasing power standard (PPS) per inhabitant,23300
2013,FR72,Auvergne,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,87
2013,FR72,Auvergne,Million euro,35162
2013,FR72,Auvergne,Million purchasing power standard (PPS),31693
2013,FR81,Languedoc-Roussillon,Euro per inhabitant,24400
2013,FR81,Languedoc-Roussillon,Euro per inhabitant in percentage of the EU average,91
2013,FR81,Languedoc-Roussillon,Purchasing power standard (PPS) per inhabitant,22000
2013,FR81,Languedoc-Roussillon,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,82
2013,FR81,Languedoc-Roussillon,Million euro,66802
2013,FR81,Languedoc-Roussillon,Million purchasing power standard (PPS),60210
2013,FR82,Provence-Alpes-C�te d'Azur,Euro per inhabitant,30700
2013,FR82,Provence-Alpes-C�te d'Azur,Euro per inhabitant in percentage of the EU average,115
2013,FR82,Provence-Alpes-C�te d'Azur,Purchasing power standard (PPS) per inhabitant,27600
2013,FR82,Provence-Alpes-C�te d'Azur,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,103
2013,FR82,Provence-Alpes-C�te d'Azur,Million euro,152005
2013,FR82,Provence-Alpes-C�te d'Azur,Million purchasing power standard (PPS),137007
2013,FR83,Corse,Euro per inhabitant,26600
2013,FR83,Corse,Euro per inhabitant in percentage of the EU average,100
2013,FR83,Corse,Purchasing power standard (PPS) per inhabitant,24000
2013,FR83,Corse,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,90
2013,FR83,Corse,Million euro,8565
2013,FR83,Corse,Million purchasing power standard (PPS),7720
2013,FRA1,Guadeloupe,Euro per inhabitant,21800
2013,FRA1,Guadeloupe,Euro per inhabitant in percentage of the EU average,81
2013,FRA1,Guadeloupe,Purchasing power standard (PPS) per inhabitant,19600
2013,FRA1,Guadeloupe,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,73
2013,FRA1,Guadeloupe,Million euro,8787
2013,FRA1,Guadeloupe,Million purchasing power standard (PPS),7920
2013,FRA2,Martinique,Euro per inhabitant,22600
2013,FRA2,Martinique,Euro per inhabitant in percentage of the EU average,84
2013,FRA2,Martinique,Purchasing power standard (PPS) per inhabitant,20300
2013,FRA2,Martinique,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,76
2013,FRA2,Martinique,Million euro,8644
2013,FRA2,Martinique,Million purchasing power standard (PPS),7791
2013,FRA3,Guyane,Euro per inhabitant,16600
2013,FRA3,Guyane,Euro per inhabitant in percentage of the EU average,62
2013,FRA3,Guyane,Purchasing power standard (PPS) per inhabitant,15000
2013,FRA3,Guyane,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,56
2013,FRA3,Guyane,Million euro,4121
2013,FRA3,Guyane,Million purchasing power standard (PPS),3715
2013,FRA4,La R�union,Euro per inhabitant,20700
2013,FRA4,La R�union,Euro per inhabitant in percentage of the EU average,78
2013,FRA4,La R�union,Purchasing power standard (PPS) per inhabitant,18700
2013,FRA4,La R�union,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,70
2013,FRA4,La R�union,Million euro,17459
2013,FRA4,La R�union,Million purchasing power standard (PPS),15737
2013,FRA5,Mayotte,Euro per inhabitant,8800
2013,FRA5,Mayotte,Euro per inhabitant in percentage of the EU average,33
2013,FRA5,Mayotte,Purchasing power standard (PPS) per inhabitant,7900
2013,FRA5,Mayotte,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,30
2013,FRA5,Mayotte,Million euro,1936
2013,FRA5,Mayotte,Million purchasing power standard (PPS),1745
2013,FRZZ,Extra-Regio NUTS 2,Euro per inhabitant, 
2013,FRZZ,Extra-Regio NUTS 2,Euro per inhabitant in percentage of the EU average, 
2013,FRZZ,Extra-Regio NUTS 2,Purchasing power standard (PPS) per inhabitant, 
2013,FRZZ,Extra-Regio NUTS 2,Purchasing power standards (PPS) per inhabitant in percentage of the EU average, 
2013,FRZZ,Extra-Regio NUTS 2,Million euro,1052
2013,FRZZ,Extra-Regio NUTS 2,Million purchasing power standard (PPS),948
2013,HR03,Jadranska Hrvatska,Euro per inhabitant,9900
2013,HR03,Jadranska Hrvatska,Euro per inhabitant in percentage of the EU average,37
2013,HR03,Jadranska Hrvatska,Purchasing power standard (PPS) per inhabitant,15300
2013,HR03,Jadranska Hrvatska,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,57
2013,HR03,Jadranska Hrvatska,Million euro,13876
2013,HR03,Jadranska Hrvatska,Million purchasing power standard (PPS),21489
2013,HR04,Kontinentalna Hrvatska,Euro per inhabitant,10400
2013,HR04,Kontinentalna Hrvatska,Euro per inhabitant in percentage of the EU average,39
2013,HR04,Kontinentalna Hrvatska,Purchasing power standard (PPS) per inhabitant,16100
2013,HR04,Kontinentalna Hrvatska,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,60
2013,HR04,Kontinentalna Hrvatska,Million euro,29611
2013,HR04,Kontinentalna Hrvatska,Million purchasing power standard (PPS),45855
2013,ITC1,Piemonte,Euro per inhabitant,27600
2013,ITC1,Piemonte,Euro per inhabitant in percentage of the EU average,103
2013,ITC1,Piemonte,Purchasing power standard (PPS) per inhabitant,27300
2013,ITC1,Piemonte,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,102
2013,ITC1,Piemonte,Million euro,122460
2013,ITC1,Piemonte,Million purchasing power standard (PPS),121153
2013,ITC2,Valle d'Aosta/Vall�e d'Aoste,Euro per inhabitant,36000
2013,ITC2,Valle d'Aosta/Vall�e d'Aoste,Euro per inhabitant in percentage of the EU average,135
2013,ITC2,Valle d'Aosta/Vall�e d'Aoste,Purchasing power standard (PPS) per inhabitant,35600
2013,ITC2,Valle d'Aosta/Vall�e d'Aoste,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,133
2013,ITC2,Valle d'Aosta/Vall�e d'Aoste,Million euro,4619
2013,ITC2,Valle d'Aosta/Vall�e d'Aoste,Million purchasing power standard (PPS),4570
2013,ITC3,Liguria,Euro per inhabitant,28500
2013,ITC3,Liguria,Euro per inhabitant in percentage of the EU average,107
2013,ITC3,Liguria,Purchasing power standard (PPS) per inhabitant,28200
2013,ITC3,Liguria,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,105
2013,ITC3,Liguria,Million euro,45386
2013,ITC3,Liguria,Million purchasing power standard (PPS),44901
2013,ITC4,Lombardia,Euro per inhabitant,35000
2013,ITC4,Lombardia,Euro per inhabitant in percentage of the EU average,131
2013,ITC4,Lombardia,Purchasing power standard (PPS) per inhabitant,34700
2013,ITC4,Lombardia,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,130
2013,ITC4,Lombardia,Million euro,348049
2013,ITC4,Lombardia,Million purchasing power standard (PPS),344333
2013,ITH1,Provincia Autonoma di Bolzano/Bozen,Euro per inhabitant,40400
2013,ITH1,Provincia Autonoma di Bolzano/Bozen,Euro per inhabitant in percentage of the EU average,151
2013,ITH1,Provincia Autonoma di Bolzano/Bozen,Purchasing power standard (PPS) per inhabitant,40000
2013,ITH1,Provincia Autonoma di Bolzano/Bozen,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,150
2013,ITH1,Provincia Autonoma di Bolzano/Bozen,Million euro,20775
2013,ITH1,Provincia Autonoma di Bolzano/Bozen,Million purchasing power standard (PPS),20554
2013,ITH2,Provincia Autonoma di Trento,Euro per inhabitant,34100
2013,ITH2,Provincia Autonoma di Trento,Euro per inhabitant in percentage of the EU average,128
2013,ITH2,Provincia Autonoma di Trento,Purchasing power standard (PPS) per inhabitant,33800
2013,ITH2,Provincia Autonoma di Trento,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,126
2013,ITH2,Provincia Autonoma di Trento,Million euro,18241
2013,ITH2,Provincia Autonoma di Trento,Million purchasing power standard (PPS),18047
2013,ITH3,Veneto,Euro per inhabitant,29600
2013,ITH3,Veneto,Euro per inhabitant in percentage of the EU average,111
2013,ITH3,Veneto,Purchasing power standard (PPS) per inhabitant,29300
2013,ITH3,Veneto,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,109
2013,ITH3,Veneto,Million euro,145575
2013,ITH3,Veneto,Million purchasing power standard (PPS),144021
2013,ITH4,Friuli-Venezia Giulia,Euro per inhabitant,28000
2013,ITH4,Friuli-Venezia Giulia,Euro per inhabitant in percentage of the EU average,105
2013,ITH4,Friuli-Venezia Giulia,Purchasing power standard (PPS) per inhabitant,27700
2013,ITH4,Friuli-Venezia Giulia,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,104
2013,ITH4,Friuli-Venezia Giulia,Million euro,34441
2013,ITH4,Friuli-Venezia Giulia,Million purchasing power standard (PPS),34074
2013,ITH5,Emilia-Romagna,Euro per inhabitant,32300
2013,ITH5,Emilia-Romagna,Euro per inhabitant in percentage of the EU average,121
2013,ITH5,Emilia-Romagna,Purchasing power standard (PPS) per inhabitant,32000
2013,ITH5,Emilia-Romagna,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,120
2013,ITH5,Emilia-Romagna,Million euro,143461
2013,ITH5,Emilia-Romagna,Million purchasing power standard (PPS),141929
2013,ITI1,Toscana,Euro per inhabitant,28800
2013,ITI1,Toscana,Euro per inhabitant in percentage of the EU average,108
2013,ITI1,Toscana,Purchasing power standard (PPS) per inhabitant,28500
2013,ITI1,Toscana,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,107
2013,ITI1,Toscana,Million euro,108085
2013,ITI1,Toscana,Million purchasing power standard (PPS),106931
2013,ITI2,Umbria,Euro per inhabitant,24100
2013,ITI2,Umbria,Euro per inhabitant in percentage of the EU average,90
2013,ITI2,Umbria,Purchasing power standard (PPS) per inhabitant,23900
2013,ITI2,Umbria,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,89
2013,ITI2,Umbria,Million euro,21614
2013,ITI2,Umbria,Million purchasing power standard (PPS),21384
2013,ITI3,Marche,Euro per inhabitant,25100
2013,ITI3,Marche,Euro per inhabitant in percentage of the EU average,94
2013,ITI3,Marche,Purchasing power standard (PPS) per inhabitant,24800
2013,ITI3,Marche,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,93
2013,ITI3,Marche,Million euro,38955
2013,ITI3,Marche,Million purchasing power standard (PPS),38539
2013,ITI4,Lazio,Euro per inhabitant,31300
2013,ITI4,Lazio,Euro per inhabitant in percentage of the EU average,117
2013,ITI4,Lazio,Purchasing power standard (PPS) per inhabitant,30900
2013,ITI4,Lazio,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,116
2013,ITI4,Lazio,Million euro,181873
2013,ITI4,Lazio,Million purchasing power standard (PPS),179931
2013,ITF1,Abruzzo,Euro per inhabitant,23700
2013,ITF1,Abruzzo,Euro per inhabitant in percentage of the EU average,88
2013,ITF1,Abruzzo,Purchasing power standard (PPS) per inhabitant,23400
2013,ITF1,Abruzzo,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,88
2013,ITF1,Abruzzo,Million euro,31558
2013,ITF1,Abruzzo,Million purchasing power standard (PPS),31221
2013,ITF2,Molise,Euro per inhabitant,20200
2013,ITF2,Molise,Euro per inhabitant in percentage of the EU average,76
2013,ITF2,Molise,Purchasing power standard (PPS) per inhabitant,20000
2013,ITF2,Molise,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,75
2013,ITF2,Molise,Million euro,6359
2013,ITF2,Molise,Million purchasing power standard (PPS),6291
2013,ITF3,Campania,Euro per inhabitant,17000
2013,ITF3,Campania,Euro per inhabitant in percentage of the EU average,63
2013,ITF3,Campania,Purchasing power standard (PPS) per inhabitant,16800
2013,ITF3,Campania,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,63
2013,ITF3,Campania,Million euro,99364
2013,ITF3,Campania,Million purchasing power standard (PPS),98303
2013,ITF4,Puglia,Euro per inhabitant,17300
2013,ITF4,Puglia,Euro per inhabitant in percentage of the EU average,65
2013,ITF4,Puglia,Purchasing power standard (PPS) per inhabitant,17100
2013,ITF4,Puglia,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,64
2013,ITF4,Puglia,Million euro,70896
2013,ITF4,Puglia,Million purchasing power standard (PPS),70139
2013,ITF5,Basilicata,Euro per inhabitant,19000
2013,ITF5,Basilicata,Euro per inhabitant in percentage of the EU average,71
2013,ITF5,Basilicata,Purchasing power standard (PPS) per inhabitant,18800
2013,ITF5,Basilicata,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,70
2013,ITF5,Basilicata,Million euro,11021
2013,ITF5,Basilicata,Million purchasing power standard (PPS),10904
2013,ITF6,Calabria,Euro per inhabitant,16100
2013,ITF6,Calabria,Euro per inhabitant in percentage of the EU average,60
2013,ITF6,Calabria,Purchasing power standard (PPS) per inhabitant,15900
2013,ITF6,Calabria,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,60
2013,ITF6,Calabria,Million euro,31879
2013,ITF6,Calabria,Million purchasing power standard (PPS),31539
2013,ITG1,Sicilia,Euro per inhabitant,17200
2013,ITG1,Sicilia,Euro per inhabitant in percentage of the EU average,64
2013,ITG1,Sicilia,Purchasing power standard (PPS) per inhabitant,17000
2013,ITG1,Sicilia,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,64
2013,ITG1,Sicilia,Million euro,87429
2013,ITG1,Sicilia,Million purchasing power standard (PPS),86495
2013,ITG2,Sardegna,Euro per inhabitant,19900
2013,ITG2,Sardegna,Euro per inhabitant in percentage of the EU average,75
2013,ITG2,Sardegna,Purchasing power standard (PPS) per inhabitant,19700
2013,ITG2,Sardegna,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,74
2013,ITG2,Sardegna,Million euro,33144
2013,ITG2,Sardegna,Million purchasing power standard (PPS),32791
2013,ITZZ,Extra-Regio NUTS 2,Euro per inhabitant, 
2013,ITZZ,Extra-Regio NUTS 2,Euro per inhabitant in percentage of the EU average, 
2013,ITZZ,Extra-Regio NUTS 2,Purchasing power standard (PPS) per inhabitant, 
2013,ITZZ,Extra-Regio NUTS 2,Purchasing power standards (PPS) per inhabitant in percentage of the EU average, 
2013,ITZZ,Extra-Regio NUTS 2,Million euro,1709
2013,ITZZ,Extra-Regio NUTS 2,Million purchasing power standard (PPS),1691
2013,CY00,Kypros,Euro per inhabitant,21000
2013,CY00,Kypros,Euro per inhabitant in percentage of the EU average,78
2013,CY00,Kypros,Purchasing power standard (PPS) per inhabitant,22500
2013,CY00,Kypros,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,84
2013,CY00,Kypros,Million euro,18065
2013,CY00,Kypros,Million purchasing power standard (PPS),19399
2013,LV00,Latvija,Euro per inhabitant,11300
2013,LV00,Latvija,Euro per inhabitant in percentage of the EU average,42
2013,LV00,Latvija,Purchasing power standard (PPS) per inhabitant,16600
2013,LV00,Latvija,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,62
2013,LV00,Latvija,Million euro,22771
2013,LV00,Latvija,Million purchasing power standard (PPS),33458
2013,LVZZ,Extra-Regio NUTS 2,Euro per inhabitant, 
2013,LVZZ,Extra-Regio NUTS 2,Euro per inhabitant in percentage of the EU average, 
2013,LVZZ,Extra-Regio NUTS 2,Purchasing power standard (PPS) per inhabitant, 
2013,LVZZ,Extra-Regio NUTS 2,Purchasing power standards (PPS) per inhabitant in percentage of the EU average, 
2013,LVZZ,Extra-Regio NUTS 2,Million euro,35
2013,LVZZ,Extra-Regio NUTS 2,Million purchasing power standard (PPS),51
2013,LT00,Lietuva,Euro per inhabitant,11800
2013,LT00,Lietuva,Euro per inhabitant in percentage of the EU average,44
2013,LT00,Lietuva,Purchasing power standard (PPS) per inhabitant,19600
2013,LT00,Lietuva,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,73
2013,LT00,Lietuva,Million euro,34962
2013,LT00,Lietuva,Million purchasing power standard (PPS),57869
2013,LU00,Luxembourg,Euro per inhabitant,85300
2013,LU00,Luxembourg,Euro per inhabitant in percentage of the EU average,319
2013,LU00,Luxembourg,Purchasing power standard (PPS) per inhabitant,70500
2013,LU00,Luxembourg,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,264
2013,LU00,Luxembourg,Million euro,46541
2013,LU00,Luxembourg,Million purchasing power standard (PPS),38468
2013,HU10,K�z�p-Magyarorsz�g,Euro per inhabitant,16500
2013,HU10,K�z�p-Magyarorsz�g,Euro per inhabitant in percentage of the EU average,62
2013,HU10,K�z�p-Magyarorsz�g,Purchasing power standard (PPS) per inhabitant,28600
2013,HU10,K�z�p-Magyarorsz�g,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,107
2013,HU10,K�z�p-Magyarorsz�g,Million euro,48779
2013,HU10,K�z�p-Magyarorsz�g,Million purchasing power standard (PPS),84532
2013,HU21,K�z�p-Dun�nt�l,Euro per inhabitant,9200
2013,HU21,K�z�p-Dun�nt�l,Euro per inhabitant in percentage of the EU average,34
2013,HU21,K�z�p-Dun�nt�l,Purchasing power standard (PPS) per inhabitant,15900
2013,HU21,K�z�p-Dun�nt�l,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,59
2013,HU21,K�z�p-Dun�nt�l,Million euro,9826
2013,HU21,K�z�p-Dun�nt�l,Million purchasing power standard (PPS),17028
2013,HU22,Nyugat-Dun�nt�l,Euro per inhabitant,10300
2013,HU22,Nyugat-Dun�nt�l,Euro per inhabitant in percentage of the EU average,39
2013,HU22,Nyugat-Dun�nt�l,Purchasing power standard (PPS) per inhabitant,17900
2013,HU22,Nyugat-Dun�nt�l,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,67
2013,HU22,Nyugat-Dun�nt�l,Million euro,10165
2013,HU22,Nyugat-Dun�nt�l,Million purchasing power standard (PPS),17616
2013,HU23,D�l-Dun�nt�l,Euro per inhabitant,6900
2013,HU23,D�l-Dun�nt�l,Euro per inhabitant in percentage of the EU average,26
2013,HU23,D�l-Dun�nt�l,Purchasing power standard (PPS) per inhabitant,12000
2013,HU23,D�l-Dun�nt�l,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,45
2013,HU23,D�l-Dun�nt�l,Million euro,6388
2013,HU23,D�l-Dun�nt�l,Million purchasing power standard (PPS),11071
2013,HU31,�szak-Magyarorsz�g,Euro per inhabitant,6300
2013,HU31,�szak-Magyarorsz�g,Euro per inhabitant in percentage of the EU average,23
2013,HU31,�szak-Magyarorsz�g,Purchasing power standard (PPS) per inhabitant,10800
2013,HU31,�szak-Magyarorsz�g,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,41
2013,HU31,�szak-Magyarorsz�g,Million euro,7396
2013,HU31,�szak-Magyarorsz�g,Million purchasing power standard (PPS),12816
2013,HU32,�szak-Alf�ld,Euro per inhabitant,6500
2013,HU32,�szak-Alf�ld,Euro per inhabitant in percentage of the EU average,24
2013,HU32,�szak-Alf�ld,Purchasing power standard (PPS) per inhabitant,11200
2013,HU32,�szak-Alf�ld,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,42
2013,HU32,�szak-Alf�ld,Million euro,9625
2013,HU32,�szak-Alf�ld,Million purchasing power standard (PPS),16679
2013,HU33,D�l-Alf�ld,Euro per inhabitant,7100
2013,HU33,D�l-Alf�ld,Euro per inhabitant in percentage of the EU average,26
2013,HU33,D�l-Alf�ld,Purchasing power standard (PPS) per inhabitant,12300
2013,HU33,D�l-Alf�ld,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,46
2013,HU33,D�l-Alf�ld,Million euro,9095
2013,HU33,D�l-Alf�ld,Million purchasing power standard (PPS),15762
2013,MT00,Malta,Euro per inhabitant,18000
2013,MT00,Malta,Euro per inhabitant in percentage of the EU average,68
2013,MT00,Malta,Purchasing power standard (PPS) per inhabitant,22900
2013,MT00,Malta,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,86
2013,MT00,Malta,Million euro,7642
2013,MT00,Malta,Million purchasing power standard (PPS),9707
2013,MTZZ,Extra-Regio NUTS 2,Euro per inhabitant, 
2013,MTZZ,Extra-Regio NUTS 2,Euro per inhabitant in percentage of the EU average, 
2013,MTZZ,Extra-Regio NUTS 2,Purchasing power standard (PPS) per inhabitant, 
2013,MTZZ,Extra-Regio NUTS 2,Purchasing power standards (PPS) per inhabitant in percentage of the EU average, 
2013,MTZZ,Extra-Regio NUTS 2,Million euro,15
2013,MTZZ,Extra-Regio NUTS 2,Million purchasing power standard (PPS),19
2013,NL11,Groningen,Euro per inhabitant,56300
2013,NL11,Groningen,Euro per inhabitant in percentage of the EU average,211
2013,NL11,Groningen,Purchasing power standard (PPS) per inhabitant,51400
2013,NL11,Groningen,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,192
2013,NL11,Groningen,Million euro,32755
2013,NL11,Groningen,Million purchasing power standard (PPS),29930
2013,NL12,Friesland (NL),Euro per inhabitant,28000
