"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHN","CPI","TOT","AGRWTH","Q","1988-Q3",23.07,
"CHN","CPI","TOT","AGRWTH","Q","1988-Q4",27.26667,
"CHN","CPI","TOT","AGRWTH","Q","1989-Q1",27.63,
"CHN","CPI","TOT","AGRWTH","Q","1989-Q2",24.76667,
"CHN","CPI","TOT","AGRWTH","Q","1989-Q3",15.39667,
"CHN","CPI","TOT","AGRWTH","Q","1989-Q4",7.536667,
"CHN","CPI","TOT","AGRWTH","Q","1990-Q1",4.033333,
"CHN","CPI","TOT","AGRWTH","Q","1990-Q2",2.336667,
"CHN","CPI","TOT","AGRWTH","Q","1990-Q3",2.17,
"CHN","CPI","TOT","AGRWTH","Q","1990-Q4",3.7,
"CHN","CPI","TOT","AGRWTH","Q","1991-Q1",1.866667,
"CHN","CPI","TOT","AGRWTH","Q","1991-Q2",3.1,
"CHN","CPI","TOT","AGRWTH","Q","1991-Q3",4.7,
"CHN","CPI","TOT","AGRWTH","Q","1991-Q4",4.566667,
"CHN","CPI","TOT","AGRWTH","Q","1992-Q1",5.366667,
"CHN","CPI","TOT","AGRWTH","Q","1992-Q2",5.533333,
"CHN","CPI","TOT","AGRWTH","Q","1992-Q3",6.166667,
"CHN","CPI","TOT","AGRWTH","Q","1992-Q4",8.3,
"CHN","CPI","TOT","AGRWTH","Q","1993-Q1",11.1,
"CHN","CPI","TOT","AGRWTH","Q","1993-Q2",13.9,
"CHN","CPI","TOT","AGRWTH","Q","1993-Q3",16.1,
"CHN","CPI","TOT","AGRWTH","Q","1993-Q4",17.13333,
"CHN","CPI","TOT","AGRWTH","Q","1994-Q1",22.23333,
"CHN","CPI","TOT","AGRWTH","Q","1994-Q2",21.86667,
"CHN","CPI","TOT","AGRWTH","Q","1994-Q3",25.7,
"CHN","CPI","TOT","AGRWTH","Q","1994-Q4",26.9,
"CHN","CPI","TOT","AGRWTH","Q","1995-Q1",22.6,
"CHN","CPI","TOT","AGRWTH","Q","1995-Q2",19.96667,
"CHN","CPI","TOT","AGRWTH","Q","1995-Q3",14.8,
"CHN","CPI","TOT","AGRWTH","Q","1995-Q4",11.13333,
"CHN","CPI","TOT","AGRWTH","Q","1996-Q1",9.366667,
"CHN","CPI","TOT","AGRWTH","Q","1996-Q2",9.066667,
"CHN","CPI","TOT","AGRWTH","Q","1996-Q3",7.933333,
"CHN","CPI","TOT","AGRWTH","Q","1996-Q4",6.966667,
"CHN","CPI","TOT","AGRWTH","Q","1997-Q1",5.166667,
"CHN","CPI","TOT","AGRWTH","Q","1997-Q2",2.933333,
"CHN","CPI","TOT","AGRWTH","Q","1997-Q3",2.133333,
"CHN","CPI","TOT","AGRWTH","Q","1997-Q4",1,
"CHN","CPI","TOT","AGRWTH","Q","1998-Q1",0,
"CHN","CPI","TOT","AGRWTH","Q","1998-Q2",-0.8666667,
"CHN","CPI","TOT","AGRWTH","Q","1998-Q3",-1.433333,
"CHN","CPI","TOT","AGRWTH","Q","1998-Q4",-1.1,
"CHN","CPI","TOT","AGRWTH","Q","1999-Q1",-1.433333,
"CHN","CPI","TOT","AGRWTH","Q","1999-Q2",-2.06,
"CHN","CPI","TOT","AGRWTH","Q","1999-Q3",-1.3,
"CHN","CPI","TOT","AGRWTH","Q","1999-Q4",-0.8333333,
"CHN","CPI","TOT","AGRWTH","Q","2000-Q1",0.1,
"CHN","CPI","TOT","AGRWTH","Q","2000-Q2",0.1,
"CHN","CPI","TOT","AGRWTH","Q","2000-Q3",0.2666667,
"CHN","CPI","TOT","AGRWTH","Q","2000-Q4",0.5666667,
"CHN","CPI","TOT","AGRWTH","Q","2001-Q1",0.6666667,
"CHN","CPI","TOT","AGRWTH","Q","2001-Q2",1.566667,
"CHN","CPI","TOT","AGRWTH","Q","2001-Q3",0.8,
"CHN","CPI","TOT","AGRWTH","Q","2001-Q4",-0.1333333,
"CHN","CPI","TOT","AGRWTH","Q","2002-Q1",-0.6,
"CHN","CPI","TOT","AGRWTH","Q","2002-Q2",-1.066667,
"CHN","CPI","TOT","AGRWTH","Q","2002-Q3",-0.7666667,
"CHN","CPI","TOT","AGRWTH","Q","2002-Q4",-0.6333333,
"CHN","CPI","TOT","AGRWTH","Q","2003-Q1",0.5,
"CHN","CPI","TOT","AGRWTH","Q","2003-Q2",0.6666667,
"CHN","CPI","TOT","AGRWTH","Q","2003-Q3",0.8333333,
"CHN","CPI","TOT","AGRWTH","Q","2003-Q4",2.666667,
"CHN","CPI","TOT","AGRWTH","Q","2004-Q1",2.766667,
"CHN","CPI","TOT","AGRWTH","Q","2004-Q2",4.4,
"CHN","CPI","TOT","AGRWTH","Q","2004-Q3",5.266667,
"CHN","CPI","TOT","AGRWTH","Q","2004-Q4",3.166667,
"CHN","CPI","TOT","AGRWTH","Q","2005-Q1",2.833333,
"CHN","CPI","TOT","AGRWTH","Q","2005-Q2",1.733333,
"CHN","CPI","TOT","AGRWTH","Q","2005-Q3",1.333333,
"CHN","CPI","TOT","AGRWTH","Q","2005-Q4",1.366667,
"CHN","CPI","TOT","AGRWTH","Q","2006-Q1",1.2,
"CHN","CPI","TOT","AGRWTH","Q","2006-Q2",1.366667,
"CHN","CPI","TOT","AGRWTH","Q","2006-Q3",1.266667,
"CHN","CPI","TOT","AGRWTH","Q","2006-Q4",2.033333,
"CHN","CPI","TOT","AGRWTH","Q","2007-Q1",2.733333,
"CHN","CPI","TOT","AGRWTH","Q","2007-Q2",3.6,
"CHN","CPI","TOT","AGRWTH","Q","2007-Q3",6.1,
"CHN","CPI","TOT","AGRWTH","Q","2007-Q4",6.633333,
"CHN","CPI","TOT","AGRWTH","Q","2008-Q1",8.033334,
"CHN","CPI","TOT","AGRWTH","Q","2008-Q2",7.766667,
"CHN","CPI","TOT","AGRWTH","Q","2008-Q3",5.266667,
"CHN","CPI","TOT","AGRWTH","Q","2008-Q4",2.533333,
"CHN","CPI","TOT","AGRWTH","Q","2009-Q1",-0.6,
"CHN","CPI","TOT","AGRWTH","Q","2009-Q2",-1.533333,
"CHN","CPI","TOT","AGRWTH","Q","2009-Q3",-1.266667,
"CHN","CPI","TOT","AGRWTH","Q","2009-Q4",0.6666667,
"CHN","CPI","TOT","AGRWTH","Q","2010-Q1",2.2,
"CHN","CPI","TOT","AGRWTH","Q","2010-Q2",2.933333,
"CHN","CPI","TOT","AGRWTH","Q","2010-Q3",3.466667,
"CHN","CPI","TOT","AGRWTH","Q","2010-Q4",4.7,
"CHN","CPI","TOT","AGRWTH","Q","2011-Q1",5.066667,
"CHN","CPI","TOT","AGRWTH","Q","2011-Q2",5.733333,
"CHN","CPI","TOT","AGRWTH","Q","2011-Q3",6.266667,
"CHN","CPI","TOT","AGRWTH","Q","2011-Q4",4.6,
"CHN","CPI","TOT","AGRWTH","Q","2012-Q1",3.766667,
"CHN","CPI","TOT","AGRWTH","Q","2012-Q2",2.866667,
"CHN","CPI","TOT","AGRWTH","Q","2012-Q3",1.9,
"CHN","CPI","TOT","AGRWTH","Q","2012-Q4",2.066667,
"CHN","CPI","TOT","AGRWTH","Q","2013-Q1",2.433333,
"CHN","CPI","TOT","AGRWTH","Q","2013-Q2",2.4,
"CHN","CPI","TOT","AGRWTH","Q","2013-Q3",2.8,
"CHN","CPI","TOT","AGRWTH","Q","2013-Q4",2.9,
"CHN","CPI","TOT","AGRWTH","Q","2014-Q1",2.3,
"CHN","CPI","TOT","AGRWTH","Q","2014-Q2",2.2,
"CHN","CPI","TOT","AGRWTH","Q","2014-Q3",1.966667,
"CHN","CPI","TOT","AGRWTH","Q","2014-Q4",1.5,
"CHN","CPI","TOT","AGRWTH","Q","2015-Q1",1.2,
"CHN","CPI","TOT","AGRWTH","Q","2015-Q2",1.366667,
"CHN","CPI","TOT","AGRWTH","Q","2015-Q3",1.733333,
"CHN","CPI","TOT","AGRWTH","Q","2015-Q4",1.466667,
"CHN","CPI","TOT","AGRWTH","Q","2016-Q1",2.133333,
"CHN","CPI","TOT","AGRWTH","Q","2016-Q2",2.066667,
"CHN","CPI","TOT","AGRWTH","Q","2016-Q3",1.666667,
"CHN","CPI","TOT","AGRWTH","Q","2016-Q4",2.166667,
"CHN","CPI","TOT","AGRWTH","Q","2017-Q1",1.4,
"CHN","CPI","TOT","AGRWTH","Q","2017-Q2",1.4,
"CHN","CPI","TOT","AGRWTH","Q","2017-Q3",1.6,
"CHN","CPI","TOT","AGRWTH","Q","2017-Q4",1.8,
"EST","CPI","TOT","AGRWTH","Q","1998-Q1",11.73073,
"EST","CPI","TOT","AGRWTH","Q","1998-Q2",9.406052,
"EST","CPI","TOT","AGRWTH","Q","1998-Q3",8.120696,
"EST","CPI","TOT","AGRWTH","Q","1998-Q4",5.955194,
"EST","CPI","TOT","AGRWTH","Q","1999-Q1",4.005006,
"EST","CPI","TOT","AGRWTH","Q","1999-Q2",3.264552,
"EST","CPI","TOT","AGRWTH","Q","1999-Q3",2.630774,
"EST","CPI","TOT","AGRWTH","Q","1999-Q4",3.299725,
"EST","CPI","TOT","AGRWTH","Q","2000-Q1",3.158845,
"EST","CPI","TOT","AGRWTH","Q","2000-Q2",3.071876,
"EST","CPI","TOT","AGRWTH","Q","2000-Q3",4.441133,
"EST","CPI","TOT","AGRWTH","Q","2000-Q4",5.383023,
"EST","CPI","TOT","AGRWTH","Q","2001-Q1",5.89093,
"EST","CPI","TOT","AGRWTH","Q","2001-Q2",6.712963,
"EST","CPI","TOT","AGRWTH","Q","2001-Q3",6.050228,
"EST","CPI","TOT","AGRWTH","Q","2001-Q4",4.378333,
"EST","CPI","TOT","AGRWTH","Q","2002-Q1",4.323878,
"EST","CPI","TOT","AGRWTH","Q","2002-Q2",4.175705,
"EST","CPI","TOT","AGRWTH","Q","2002-Q3",2.798708,
"EST","CPI","TOT","AGRWTH","Q","2002-Q4",3.011562,
"EST","CPI","TOT","AGRWTH","Q","2003-Q1",2.428722,
"EST","CPI","TOT","AGRWTH","Q","2003-Q2",0.7548152,
"EST","CPI","TOT","AGRWTH","Q","2003-Q3",1.151832,
"EST","CPI","TOT","AGRWTH","Q","2003-Q4",1.018011,
"EST","CPI","TOT","AGRWTH","Q","2004-Q1",0.4381443,
"EST","CPI","TOT","AGRWTH","Q","2004-Q2",3.177474,
"EST","CPI","TOT","AGRWTH","Q","2004-Q3",3.985507,
"EST","CPI","TOT","AGRWTH","Q","2004-Q4",4.599483,
"EST","CPI","TOT","AGRWTH","Q","2005-Q1",4.567616,
"EST","CPI","TOT","AGRWTH","Q","2005-Q2",3.505258,
"EST","CPI","TOT","AGRWTH","Q","2005-Q3",4.280737,
"EST","CPI","TOT","AGRWTH","Q","2005-Q4",3.977273,
"EST","CPI","TOT","AGRWTH","Q","2006-Q1",4.392638,
"EST","CPI","TOT","AGRWTH","Q","2006-Q2",4.426705,
"EST","CPI","TOT","AGRWTH","Q","2006-Q3",4.439141,
"EST","CPI","TOT","AGRWTH","Q","2006-Q4",4.490378,
"EST","CPI","TOT","AGRWTH","Q","2007-Q1",5.19511,
"EST","CPI","TOT","AGRWTH","Q","2007-Q2",5.675238,
"EST","CPI","TOT","AGRWTH","Q","2007-Q3",6.42139,
"EST","CPI","TOT","AGRWTH","Q","2007-Q4",9.049568,
"EST","CPI","TOT","AGRWTH","Q","2008-Q1",11.0838,
"EST","CPI","TOT","AGRWTH","Q","2008-Q2",11.39851,
"EST","CPI","TOT","AGRWTH","Q","2008-Q3",10.84389,
"EST","CPI","TOT","AGRWTH","Q","2008-Q4",8.23603,
"EST","CPI","TOT","AGRWTH","Q","2009-Q1",3.138201,
"EST","CPI","TOT","AGRWTH","Q","2009-Q2",-0.3148367,
"EST","CPI","TOT","AGRWTH","Q","2009-Q3",-1.046106,
"EST","CPI","TOT","AGRWTH","Q","2009-Q4",-1.964939,
"EST","CPI","TOT","AGRWTH","Q","2010-Q1",0.2730642,
"EST","CPI","TOT","AGRWTH","Q","2010-Q2",3.138571,
"EST","CPI","TOT","AGRWTH","Q","2010-Q3",3.249804,
"EST","CPI","TOT","AGRWTH","Q","2010-Q4",5.24661,
"EST","CPI","TOT","AGRWTH","Q","2011-Q1",5.368605,
"EST","CPI","TOT","AGRWTH","Q","2011-Q2",5.244019,
"EST","CPI","TOT","AGRWTH","Q","2011-Q3",5.252181,
"EST","CPI","TOT","AGRWTH","Q","2011-Q4",4.088872,
"EST","CPI","TOT","AGRWTH","Q","2012-Q1",4.375115,
"EST","CPI","TOT","AGRWTH","Q","2012-Q2",3.909802,
"EST","CPI","TOT","AGRWTH","Q","2012-Q3",3.729058,
"EST","CPI","TOT","AGRWTH","Q","2012-Q4",3.730942,
"EST","CPI","TOT","AGRWTH","Q","2013-Q1",3.519632,
"EST","CPI","TOT","AGRWTH","Q","2013-Q2",3.377669,
"EST","CPI","TOT","AGRWTH","Q","2013-Q3",2.778743,
"EST","CPI","TOT","AGRWTH","Q","2013-Q4",1.469825,
"EST","CPI","TOT","AGRWTH","Q","2014-Q1",0.6150692,
"EST","CPI","TOT","AGRWTH","Q","2014-Q2",-0.01692907,
"EST","CPI","TOT","AGRWTH","Q","2014-Q3",-0.5576208,
"EST","CPI","TOT","AGRWTH","Q","2014-Q4",-0.4601227,
"EST","CPI","TOT","AGRWTH","Q","2015-Q1",-0.899983,
"EST","CPI","TOT","AGRWTH","Q","2015-Q2",-0.0507958,
"EST","CPI","TOT","AGRWTH","Q","2015-Q3",-0.4757859,
"EST","CPI","TOT","AGRWTH","Q","2015-Q4",-0.5444273,
"EST","CPI","TOT","AGRWTH","Q","2016-Q1",-0.4283756,
"EST","CPI","TOT","AGRWTH","Q","2016-Q2",-0.6945621,
"EST","CPI","TOT","AGRWTH","Q","2016-Q3",0.4439133,
"EST","CPI","TOT","AGRWTH","Q","2016-Q4",1.287613,
"EST","CPI","TOT","AGRWTH","Q","2017-Q1",2.994321,
"EST","CPI","TOT","AGRWTH","Q","2017-Q2",3.13886,
"EST","CPI","TOT","AGRWTH","Q","2017-Q3",3.72259,
"EST","CPI","TOT","AGRWTH","Q","2017-Q4",3.806934,
"IND","CPI","TOT","AGRWTH","Q","1958-Q1",3.052805,
"IND","CPI","TOT","AGRWTH","Q","1958-Q2",2.72,
"IND","CPI","TOT","AGRWTH","Q","1958-Q3",6.171875,
"IND","CPI","TOT","AGRWTH","Q","1958-Q4",7.009346,
"IND","CPI","TOT","AGRWTH","Q","1959-Q1",6.485188,
"IND","CPI","TOT","AGRWTH","Q","1959-Q2",4.984424,
"IND","CPI","TOT","AGRWTH","Q","1959-Q3",3.605592,
"IND","CPI","TOT","AGRWTH","Q","1959-Q4",3.347889,
"IND","CPI","TOT","AGRWTH","Q","1960-Q1",3.684211,
"IND","CPI","TOT","AGRWTH","Q","1960-Q2",3.338279,
"IND","CPI","TOT","AGRWTH","Q","1960-Q3",1.136364,
"IND","CPI","TOT","AGRWTH","Q","1960-Q4",-0.8450704,
"IND","CPI","TOT","AGRWTH","Q","1961-Q1",1.232777,
"IND","CPI","TOT","AGRWTH","Q","1961-Q2",1.076813,
"IND","CPI","TOT","AGRWTH","Q","1961-Q3",1.544944,
"IND","CPI","TOT","AGRWTH","Q","1961-Q4",2.911932,
"IND","CPI","TOT","AGRWTH","Q","1962-Q1",3.151862,
"IND","CPI","TOT","AGRWTH","Q","1962-Q2",3.764205,
"IND","CPI","TOT","AGRWTH","Q","1962-Q3",3.872752,
"IND","CPI","TOT","AGRWTH","Q","1962-Q4",3.726708,
"IND","CPI","TOT","AGRWTH","Q","1963-Q1",2.013889,
"IND","CPI","TOT","AGRWTH","Q","1963-Q2",2.600958,
"IND","CPI","TOT","AGRWTH","Q","1963-Q3",2.596538,
"IND","CPI","TOT","AGRWTH","Q","1963-Q4",4.524285,
"IND","CPI","TOT","AGRWTH","Q","1964-Q1",9.257998,
"IND","CPI","TOT","AGRWTH","Q","1964-Q2",11.07405,
"IND","CPI","TOT","AGRWTH","Q","1964-Q3",14.92537,
"IND","CPI","TOT","AGRWTH","Q","1964-Q4",17.82304,
"IND","CPI","TOT","AGRWTH","Q","1965-Q1",14.33022,
"IND","CPI","TOT","AGRWTH","Q","1965-Q2",9.78979,
"IND","CPI","TOT","AGRWTH","Q","1965-Q3",8.752117,
"IND","CPI","TOT","AGRWTH","Q","1965-Q4",5.672609,
"IND","CPI","TOT","AGRWTH","Q","1966-Q1",7.19346,
"IND","CPI","TOT","AGRWTH","Q","1966-Q2",11.76149,
"IND","CPI","TOT","AGRWTH","Q","1966-Q3",11.52648,
"IND","CPI","TOT","AGRWTH","Q","1966-Q4",12.57669,
"IND","CPI","TOT","AGRWTH","Q","1967-Q1",14.23488,
"IND","CPI","TOT","AGRWTH","Q","1967-Q2",14.43955,
"IND","CPI","TOT","AGRWTH","Q","1967-Q3",12.84916,
"IND","CPI","TOT","AGRWTH","Q","1967-Q4",10.9446,
"IND","CPI","TOT","AGRWTH","Q","1968-Q1",9.212283,
"IND","CPI","TOT","AGRWTH","Q","1968-Q2",3.378956,
"IND","CPI","TOT","AGRWTH","Q","1968-Q3",1.19637,
"IND","CPI","TOT","AGRWTH","Q","1968-Q4",-0.3683995,
"IND","CPI","TOT","AGRWTH","Q","1969-Q1",-4.197229,
"IND","CPI","TOT","AGRWTH","Q","1969-Q2",-0.2482416,
"IND","CPI","TOT","AGRWTH","Q","1969-Q3",1.141459,
"IND","CPI","TOT","AGRWTH","Q","1969-Q4",0.9860312,
"IND","CPI","TOT","AGRWTH","Q","1970-Q1",4.76393,
"IND","CPI","TOT","AGRWTH","Q","1970-Q2",5.184571,
"IND","CPI","TOT","AGRWTH","Q","1970-Q3",4.433696,
"IND","CPI","TOT","AGRWTH","Q","1970-Q4",5.980472,
"IND","CPI","TOT","AGRWTH","Q","1971-Q1",3.532278,
"IND","CPI","TOT","AGRWTH","Q","1971-Q2",1.104101,
"IND","CPI","TOT","AGRWTH","Q","1971-Q3",3.396372,
"IND","CPI","TOT","AGRWTH","Q","1971-Q4",4.261036,
"IND","CPI","TOT","AGRWTH","Q","1972-Q1",5.215686,
"IND","CPI","TOT","AGRWTH","Q","1972-Q2",6.630265,
"IND","CPI","TOT","AGRWTH","Q","1972-Q3",6.905562,
"IND","CPI","TOT","AGRWTH","Q","1972-Q4",6.958763,
"IND","CPI","TOT","AGRWTH","Q","1973-Q1",10.02609,
"IND","CPI","TOT","AGRWTH","Q","1973-Q2",15.2158,
"IND","CPI","TOT","AGRWTH","Q","1973-Q3",19.02933,
"IND","CPI","TOT","AGRWTH","Q","1973-Q4",22.89157,
"IND","CPI","TOT","AGRWTH","Q","1974-Q1",26.08401,
"IND","CPI","TOT","AGRWTH","Q","1974-Q2",28.73016,
"IND","CPI","TOT","AGRWTH","Q","1974-Q3",30.91816,
"IND","CPI","TOT","AGRWTH","Q","1974-Q4",28.34734,
"IND","CPI","TOT","AGRWTH","Q","1975-Q1",20.63407,
"IND","CPI","TOT","AGRWTH","Q","1975-Q2",11.39334,
"IND","CPI","TOT","AGRWTH","Q","1975-Q3",-0.2016581,
"IND","CPI","TOT","AGRWTH","Q","1975-Q4",-5.543431,
"IND","CPI","TOT","AGRWTH","Q","1976-Q1",-10.06682,
"IND","CPI","TOT","AGRWTH","Q","1976-Q2",-11.02502,
"IND","CPI","TOT","AGRWTH","Q","1976-Q3",-6.960036,
"IND","CPI","TOT","AGRWTH","Q","1976-Q4",-2.264325,
"IND","CPI","TOT","AGRWTH","Q","1977-Q1",6.265478,
"IND","CPI","TOT","AGRWTH","Q","1977-Q2",9.305798,
"IND","CPI","TOT","AGRWTH","Q","1977-Q3",9.555984,
"IND","CPI","TOT","AGRWTH","Q","1977-Q4",8.085107,
"IND","CPI","TOT","AGRWTH","Q","1978-Q1",3.985085,
"IND","CPI","TOT","AGRWTH","Q","1978-Q2",2.185295,
"IND","CPI","TOT","AGRWTH","Q","1978-Q3",1.431718,
"IND","CPI","TOT","AGRWTH","Q","1978-Q4",2.559055,
"IND","CPI","TOT","AGRWTH","Q","1979-Q1",2.823846,
"IND","CPI","TOT","AGRWTH","Q","1979-Q2",5.079082,
"IND","CPI","TOT","AGRWTH","Q","1979-Q3",7.947883,
"IND","CPI","TOT","AGRWTH","Q","1979-Q4",9.063766,
"IND","CPI","TOT","AGRWTH","Q","1980-Q1",12.05318,
"IND","CPI","TOT","AGRWTH","Q","1980-Q2",11.93555,
"IND","CPI","TOT","AGRWTH","Q","1980-Q3",10.86301,
"IND","CPI","TOT","AGRWTH","Q","1980-Q4",10.63747,
"IND","CPI","TOT","AGRWTH","Q","1981-Q1",12.21552,
"IND","CPI","TOT","AGRWTH","Q","1981-Q2",13.63636,
"IND","CPI","TOT","AGRWTH","Q","1981-Q3",13.73616,
"IND","CPI","TOT","AGRWTH","Q","1981-Q4",12.83139,
"IND","CPI","TOT","AGRWTH","Q","1982-Q1",10.01907,
"IND","CPI","TOT","AGRWTH","Q","1982-Q2",7.083333,
"IND","CPI","TOT","AGRWTH","Q","1982-Q3",7.227186,
"IND","CPI","TOT","AGRWTH","Q","1982-Q4",7.37782,
"IND","CPI","TOT","AGRWTH","Q","1983-Q1",8.94911,
"IND","CPI","TOT","AGRWTH","Q","1983-Q2",12.31128,
"IND","CPI","TOT","AGRWTH","Q","1983-Q3",12.98914,
"IND","CPI","TOT","AGRWTH","Q","1983-Q4",13.05616,
"IND","CPI","TOT","AGRWTH","Q","1984-Q1",12.34996,
"IND","CPI","TOT","AGRWTH","Q","1984-Q2",8.495011,
"IND","CPI","TOT","AGRWTH","Q","1984-Q3",7.058204,
"IND","CPI","TOT","AGRWTH","Q","1984-Q4",5.793549,
"IND","CPI","TOT","AGRWTH","Q","1985-Q1",4.582314,
"IND","CPI","TOT","AGRWTH","Q","1985-Q2",6.194916,
"IND","CPI","TOT","AGRWTH","Q","1985-Q3",5.227552,
"IND","CPI","TOT","AGRWTH","Q","1985-Q4",6.195878,
"IND","CPI","TOT","AGRWTH","Q","1986-Q1",8.012308,
"IND","CPI","TOT","AGRWTH","Q","1986-Q2",8.443589,
"IND","CPI","TOT","AGRWTH","Q","1986-Q3",8.860315,
"IND","CPI","TOT","AGRWTH","Q","1986-Q4",9.544045,
"IND","CPI","TOT","AGRWTH","Q","1987-Q1",8.432088,
"IND","CPI","TOT","AGRWTH","Q","1987-Q2",8.052351,
"IND","CPI","TOT","AGRWTH","Q","1987-Q3",9.363256,
"IND","CPI","TOT","AGRWTH","Q","1987-Q4",9.299644,
"IND","CPI","TOT","AGRWTH","Q","1988-Q1",9.457755,
"IND","CPI","TOT","AGRWTH","Q","1988-Q2",9.802916,
"IND","CPI","TOT","AGRWTH","Q","1988-Q3",8.885616,
"IND","CPI","TOT","AGRWTH","Q","1988-Q4",9.410072,
"IND","CPI","TOT","AGRWTH","Q","1989-Q1",8.411748,
"IND","CPI","TOT","AGRWTH","Q","1989-Q2",7.692179,
"IND","CPI","TOT","AGRWTH","Q","1989-Q3",7.160467,
"IND","CPI","TOT","AGRWTH","Q","1989-Q4",5.189621,
"IND","CPI","TOT","AGRWTH","Q","1990-Q1",6.048387,
"IND","CPI","TOT","AGRWTH","Q","1990-Q2",8.102767,
"IND","CPI","TOT","AGRWTH","Q","1990-Q3",9.195402,
"IND","CPI","TOT","AGRWTH","Q","1990-Q4",12.33397,
"IND","CPI","TOT","AGRWTH","Q","1991-Q1",15.01901,
"IND","CPI","TOT","AGRWTH","Q","1991-Q2",12.43144,
"IND","CPI","TOT","AGRWTH","Q","1991-Q3",14.38597,
"IND","CPI","TOT","AGRWTH","Q","1991-Q4",13.68243,
"IND","CPI","TOT","AGRWTH","Q","1992-Q1",13.38843,
"IND","CPI","TOT","AGRWTH","Q","1992-Q2",13.98374,
"IND","CPI","TOT","AGRWTH","Q","1992-Q3",11.50307,
"IND","CPI","TOT","AGRWTH","Q","1992-Q4",8.618128,
"IND","CPI","TOT","AGRWTH","Q","1993-Q1",5.685131,
"IND","CPI","TOT","AGRWTH","Q","1993-Q2",5.706134,
"IND","CPI","TOT","AGRWTH","Q","1993-Q3",5.639615,
"IND","CPI","TOT","AGRWTH","Q","1993-Q4",8.207934,
"IND","CPI","TOT","AGRWTH","Q","1994-Q1",9.655172,
"IND","CPI","TOT","AGRWTH","Q","1994-Q2",10.39136,
"IND","CPI","TOT","AGRWTH","Q","1994-Q3",11.06771,
"IND","CPI","TOT","AGRWTH","Q","1994-Q4",9.860935,
"IND","CPI","TOT","AGRWTH","Q","1995-Q1",9.81132,
"IND","CPI","TOT","AGRWTH","Q","1995-Q2",10.1467,
"IND","CPI","TOT","AGRWTH","Q","1995-Q3",10.78546,
"IND","CPI","TOT","AGRWTH","Q","1995-Q4",10.12658,
"IND","CPI","TOT","AGRWTH","Q","1996-Q1",8.82016,
"IND","CPI","TOT","AGRWTH","Q","1996-Q2",9.322974,
"IND","CPI","TOT","AGRWTH","Q","1996-Q3",8.571428,
"IND","CPI","TOT","AGRWTH","Q","1996-Q4",9.195402,
"IND","CPI","TOT","AGRWTH","Q","1997-Q1",10.63158,
"IND","CPI","TOT","AGRWTH","Q","1997-Q2",7.715736,
"IND","CPI","TOT","AGRWTH","Q","1997-Q3",5.068226,
"IND","CPI","TOT","AGRWTH","Q","1997-Q4",5.550239,
"IND","CPI","TOT","AGRWTH","Q","1998-Q1",9.03901,
"IND","CPI","TOT","AGRWTH","Q","1998-Q2",10.36758,
"IND","CPI","TOT","AGRWTH","Q","1998-Q3",15.39889,
"IND","CPI","TOT","AGRWTH","Q","1998-Q4",17.86038,
"IND","CPI","TOT","AGRWTH","Q","1999-Q1",8.987783,
"IND","CPI","TOT","AGRWTH","Q","1999-Q2",7.087959,
"IND","CPI","TOT","AGRWTH","Q","1999-Q3",2.813505,
"IND","CPI","TOT","AGRWTH","Q","1999-Q4",0.4615385,
"IND","CPI","TOT","AGRWTH","Q","2000-Q1",3.682946,
"IND","CPI","TOT","AGRWTH","Q","2000-Q2",5.263158,
"IND","CPI","TOT","AGRWTH","Q","2000-Q3",4.143862,
"IND","CPI","TOT","AGRWTH","Q","2000-Q4",2.986217,
"IND","CPI","TOT","AGRWTH","Q","2001-Q1",2.934363,
"IND","CPI","TOT","AGRWTH","Q","2001-Q2",2.727273,
"IND","CPI","TOT","AGRWTH","Q","2001-Q3",4.654655,
"IND","CPI","TOT","AGRWTH","Q","2001-Q4",4.758364,
"IND","CPI","TOT","AGRWTH","Q","2002-Q1",5.101275,
"IND","CPI","TOT","AGRWTH","Q","2002-Q2",4.498525,
"IND","CPI","TOT","AGRWTH","Q","2002-Q3",4.017217,
"IND","CPI","TOT","AGRWTH","Q","2002-Q4",3.619588,
"IND","CPI","TOT","AGRWTH","Q","2003-Q1",3.783012,
"IND","CPI","TOT","AGRWTH","Q","2003-Q2",4.728299,
"IND","CPI","TOT","AGRWTH","Q","2003-Q3",3.37931,
"IND","CPI","TOT","AGRWTH","Q","2003-Q4",3.356164,
"IND","CPI","TOT","AGRWTH","Q","2004-Q1",3.988996,
"IND","CPI","TOT","AGRWTH","Q","2004-Q2",2.695418,
"IND","CPI","TOT","AGRWTH","Q","2004-Q3",4.202802,
"IND","CPI","TOT","AGRWTH","Q","2004-Q4",4.17495,
"IND","CPI","TOT","AGRWTH","Q","2005-Q1",4.232804,
"IND","CPI","TOT","AGRWTH","Q","2005-Q2",4.002625,
"IND","CPI","TOT","AGRWTH","Q","2005-Q3",3.713188,
"IND","CPI","TOT","AGRWTH","Q","2005-Q4",5.025445,
"IND","CPI","TOT","AGRWTH","Q","2006-Q1",4.505076,
"IND","CPI","TOT","AGRWTH","Q","2006-Q2",5.949156,
"IND","CPI","TOT","AGRWTH","Q","2006-Q3",6.223156,
"IND","CPI","TOT","AGRWTH","Q","2006-Q4",6.464124,
