"TIME","GEO","INDIC_NA","AGGREG95","Value"
"2012","Ireland","Price level indices (EU28=100)","Gross Domestic Product","108.9"
"2012","Greece","Price level indices (EU28=100)","Gross Domestic Product","90.6"
"2012","Spain","Price level indices (EU28=100)","Gross Domestic Product","92.0"
"2012","France","Price level indices (EU28=100)","Gross Domestic Product","111.7"
"2012","Croatia","Price level indices (EU28=100)","Gross Domestic Product","64.5"
"2012","Italy","Price level indices (EU28=100)","Gross Domestic Product","99.0"
"2012","Cyprus","Price level indices (EU28=100)","Gross Domestic Product","93.6"
"2012","Latvia","Price level indices (EU28=100)","Gross Domestic Product","67.5"
"2012","Lithuania","Price level indices (EU28=100)","Gross Domestic Product","59.9"
"2012","Luxembourg","Price level indices (EU28=100)","Gross Domestic Product","120.0"
"2012","Hungary","Price level indices (EU28=100)","Gross Domestic Product","57.5"
"2012","Malta","Price level indices (EU28=100)","Gross Domestic Product","76.7"
"2012","Netherlands","Price level indices (EU28=100)","Gross Domestic Product","109.1"
"2012","Austria","Price level indices (EU28=100)","Gross Domestic Product","107.7"
"2012","Poland","Price level indices (EU28=100)","Gross Domestic Product","56.8"
"2012","Portugal","Price level indices (EU28=100)","Gross Domestic Product","80.1"
"2012","Romania","Price level indices (EU28=100)","Gross Domestic Product","46.4"
"2012","Slovenia","Price level indices (EU28=100)","Gross Domestic Product","80.3"
"2012","Slovakia","Price level indices (EU28=100)","Gross Domestic Product","66.8"
"2012","Finland","Price level indices (EU28=100)","Gross Domestic Product","120.2"
"2012","Sweden","Price level indices (EU28=100)","Gross Domestic Product","131.6"
"2012","United Kingdom","Price level indices (EU28=100)","Gross Domestic Product","114.5"
"2013","Belgium","Price level indices (EU28=100)","Gross Domestic Product","109.8"
"2013","Bulgaria","Price level indices (EU28=100)","Gross Domestic Product","47.3"
"2013","Czech Republic","Price level indices (EU28=100)","Gross Domestic Product","67.0"
"2013","Denmark","Price level indices (EU28=100)","Gross Domestic Product","134.3"
"2013","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Gross Domestic Product","105.5"
"2013","Estonia","Price level indices (EU28=100)","Gross Domestic Product","71.1"
"2013","Ireland","Price level indices (EU28=100)","Gross Domestic Product","110.5"
"2013","Greece","Price level indices (EU28=100)","Gross Domestic Product","86.0"
"2013","Spain","Price level indices (EU28=100)","Gross Domestic Product","91.9"
"2013","France","Price level indices (EU28=100)","Gross Domestic Product","110.5"
"2013","Croatia","Price level indices (EU28=100)","Gross Domestic Product","64.2"
"2013","Italy","Price level indices (EU28=100)","Gross Domestic Product","100.4"
"2013","Cyprus","Price level indices (EU28=100)","Gross Domestic Product","93.6"
"2013","Latvia","Price level indices (EU28=100)","Gross Domestic Product","68.1"
"2013","Lithuania","Price level indices (EU28=100)","Gross Domestic Product","60.4"
"2013","Luxembourg","Price level indices (EU28=100)","Gross Domestic Product","121.9"
"2013","Hungary","Price level indices (EU28=100)","Gross Domestic Product","57.3"
"2013","Malta","Price level indices (EU28=100)","Gross Domestic Product","78.6"
"2013","Netherlands","Price level indices (EU28=100)","Gross Domestic Product","108.7"
"2013","Austria","Price level indices (EU28=100)","Gross Domestic Product","108.5"
"2013","Poland","Price level indices (EU28=100)","Gross Domestic Product","57.2"
"2013","Portugal","Price level indices (EU28=100)","Gross Domestic Product","79.5"
"2013","Romania","Price level indices (EU28=100)","Gross Domestic Product","49.5"
"2013","Slovenia","Price level indices (EU28=100)","Gross Domestic Product","80.4"
"2013","Slovakia","Price level indices (EU28=100)","Gross Domestic Product","66.9"
"2013","Finland","Price level indices (EU28=100)","Gross Domestic Product","123.3"
"2013","Sweden","Price level indices (EU28=100)","Gross Domestic Product","135.3"
"2013","United Kingdom","Price level indices (EU28=100)","Gross Domestic Product","111.5"
"2014","Belgium","Price level indices (EU28=100)","Gross Domestic Product","108.7"
"2014","Bulgaria","Price level indices (EU28=100)","Gross Domestic Product","46.4"
"2014","Czech Republic","Price level indices (EU28=100)","Gross Domestic Product","62.7"
"2014","Denmark","Price level indices (EU28=100)","Gross Domestic Product","133.9"
"2014","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Gross Domestic Product","104.5"
"2014","Estonia","Price level indices (EU28=100)","Gross Domestic Product","71.7"
"2014","Ireland","Price level indices (EU28=100)","Gross Domestic Product","111.1"
"2014","Greece","Price level indices (EU28=100)","Gross Domestic Product","84.2"
"2014","Spain","Price level indices (EU28=100)","Gross Domestic Product","90.3"
"2014","France","Price level indices (EU28=100)","Gross Domestic Product","109.6"
"2014","Croatia","Price level indices (EU28=100)","Gross Domestic Product","62.9"
"2014","Italy","Price level indices (EU28=100)","Gross Domestic Product","100.1"
"2014","Cyprus","Price level indices (EU28=100)","Gross Domestic Product","92.2"
"2014","Latvia","Price level indices (EU28=100)","Gross Domestic Product","67.6"
"2014","Lithuania","Price level indices (EU28=100)","Gross Domestic Product","60.4"
"2014","Luxembourg","Price level indices (EU28=100)","Gross Domestic Product","120.1"
"2014","Hungary","Price level indices (EU28=100)","Gross Domestic Product","56.8"
"2014","Malta","Price level indices (EU28=100)","Gross Domestic Product","79.5"
"2014","Netherlands","Price level indices (EU28=100)","Gross Domestic Product","109.2"
"2014","Austria","Price level indices (EU28=100)","Gross Domestic Product","108.4"
"2014","Poland","Price level indices (EU28=100)","Gross Domestic Product","57.3"
"2014","Portugal","Price level indices (EU28=100)","Gross Domestic Product","78.7"
"2014","Romania","Price level indices (EU28=100)","Gross Domestic Product","49.5"
"2014","Slovenia","Price level indices (EU28=100)","Gross Domestic Product","79.6"
"2014","Slovakia","Price level indices (EU28=100)","Gross Domestic Product","65.8"
"2014","Finland","Price level indices (EU28=100)","Gross Domestic Product","123.4"
"2014","Sweden","Price level indices (EU28=100)","Gross Domestic Product","131.0"
"2014","United Kingdom","Price level indices (EU28=100)","Gross Domestic Product","117.1"
"2015","Belgium","Price level indices (EU28=100)","Gross Domestic Product","106.9"
"2015","Bulgaria","Price level indices (EU28=100)","Gross Domestic Product","46.4"
"2015","Czech Republic","Price level indices (EU28=100)","Gross Domestic Product","62.9"
"2015","Denmark","Price level indices (EU28=100)","Gross Domestic Product","130.8"
"2015","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Gross Domestic Product","103.6"
"2015","Estonia","Price level indices (EU28=100)","Gross Domestic Product","71.2"
"2015","Ireland","Price level indices (EU28=100)","Gross Domestic Product","107.8"
"2015","Greece","Price level indices (EU28=100)","Gross Domestic Product","82.5"
"2015","Spain","Price level indices (EU28=100)","Gross Domestic Product","89.4"
"2015","France","Price level indices (EU28=100)","Gross Domestic Product","107.1"
"2015","Croatia","Price level indices (EU28=100)","Gross Domestic Product","62.2"
"2015","Italy","Price level indices (EU28=100)","Gross Domestic Product","97.4"
"2015","Cyprus","Price level indices (EU28=100)","Gross Domestic Product","88.4"
"2015","Latvia","Price level indices (EU28=100)","Gross Domestic Product","66.3"
"2015","Lithuania","Price level indices (EU28=100)","Gross Domestic Product","59.5"
"2015","Luxembourg","Price level indices (EU28=100)","Gross Domestic Product","118.1"
"2015","Hungary","Price level indices (EU28=100)","Gross Domestic Product","56.5"
"2015","Malta","Price level indices (EU28=100)","Gross Domestic Product","80.3"
"2015","Netherlands","Price level indices (EU28=100)","Gross Domestic Product","108.0"
"2015","Austria","Price level indices (EU28=100)","Gross Domestic Product","106.7"
"2015","Poland","Price level indices (EU28=100)","Gross Domestic Product","56.5"
"2015","Portugal","Price level indices (EU28=100)","Gross Domestic Product","78.2"
"2015","Romania","Price level indices (EU28=100)","Gross Domestic Product","49.0"
"2015","Slovenia","Price level indices (EU28=100)","Gross Domestic Product","78.3"
"2015","Slovakia","Price level indices (EU28=100)","Gross Domestic Product","65.0"
"2015","Finland","Price level indices (EU28=100)","Gross Domestic Product","121.2"
"2015","Sweden","Price level indices (EU28=100)","Gross Domestic Product","127.8"
"2015","United Kingdom","Price level indices (EU28=100)","Gross Domestic Product","127.1"
