GEO,TIME,UNIT,SECTOR,NA_ITEM,Value
Spain,2015,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,99.8
France,1995,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,55.8
France,1996,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,59.7
France,1997,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,61.1
France,1998,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,61
France,1999,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,60.2
France,2000,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,58.6
France,2001,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,58.1
France,2002,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,60
France,2003,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,64.1
France,2004,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,65.7
France,2005,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,67.1
France,2006,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,64.4
France,2007,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,64.3
France,2008,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,68
France,2009,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,78.9
France,2010,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,81.6
France,2011,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,85.2
France,2012,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,89.5
France,2013,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,92.3
France,2014,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,95.3
France,2015,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,96.2
Croatia,1995,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,
Croatia,1996,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,
Croatia,1997,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,
Croatia,1998,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,
Croatia,1999,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,
Croatia,2000,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,
Croatia,2001,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,
Croatia,2002,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,36.6
Croatia,2003,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,38.1
Croatia,2004,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,40.4
Croatia,2005,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,41.3
Croatia,2006,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,38.9
Croatia,2007,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,37.7
Croatia,2008,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,39.6
Croatia,2009,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,49
Croatia,2010,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,58.3
Croatia,2011,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,65.2
Croatia,2012,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,70.7
Croatia,2013,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,82.2
Croatia,2014,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,86.6
Croatia,2015,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,86.7
Italy,1995,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,116.9
Italy,1996,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,116.3
Italy,1997,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,113.8
Italy,1998,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,110.8
Italy,1999,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,109.7
Italy,2000,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,105.1
Italy,2001,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,104.7
Italy,2002,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,101.9
Italy,2003,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,100.5
Italy,2004,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,100.1
Italy,2005,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,101.9
Italy,2006,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,102.6
Italy,2007,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,99.8
Italy,2008,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,102.4
Italy,2009,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,112.5
Italy,2010,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,115.4
Italy,2011,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,116.5
Italy,2012,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,123.3
Italy,2013,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,129
Italy,2014,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,131.9
Italy,2015,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,132.3
Cyprus,1995,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,47.8
Cyprus,1996,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,49.1
Cyprus,1997,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,53
Cyprus,1998,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,54.7
Cyprus,1999,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,54.8
Cyprus,2000,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,54.9
Cyprus,2001,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,56.5
Cyprus,2002,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,59.7
Cyprus,2003,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,63.1
Cyprus,2004,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,64.1
Cyprus,2005,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,62.8
Cyprus,2006,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,58.7
Cyprus,2007,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,53.5
Cyprus,2008,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,44.7
Cyprus,2009,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,53.4
Cyprus,2010,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,55.8
Cyprus,2011,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,65.2
Cyprus,2012,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,79.3
Cyprus,2013,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,102.2
Cyprus,2014,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,107.1
Cyprus,2015,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,107.5
Latvia,1995,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,13.9
Latvia,1996,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,13.3
Latvia,1997,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,10.6
Latvia,1998,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,9
Latvia,1999,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,12.1
Latvia,2000,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,12.1
Latvia,2001,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,13.9
Latvia,2002,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,13.1
Latvia,2003,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,13.9
Latvia,2004,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,14.3
Latvia,2005,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,11.7
Latvia,2006,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,9.9
Latvia,2007,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,8.4
Latvia,2008,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,18.7
Latvia,2009,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,36.6
Latvia,2010,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,47.4
Latvia,2011,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,42.8
Latvia,2012,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,41.3
Latvia,2013,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,39
Latvia,2014,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,40.7
Latvia,2015,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,36.3
Lithuania,1995,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,11.5
Lithuania,1996,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,13.9
Lithuania,1997,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,15.4
Lithuania,1998,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,16.5
Lithuania,1999,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,22.7
Lithuania,2000,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,23.5
Lithuania,2001,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,22.9
Lithuania,2002,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,22.1
Lithuania,2003,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,20.4
Lithuania,2004,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,18.7
Lithuania,2005,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,17.6
Lithuania,2006,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,17.2
Lithuania,2007,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,15.9
Lithuania,2008,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,14.6
Lithuania,2009,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,28
Lithuania,2010,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,36.2
Lithuania,2011,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,37.2
Lithuania,2012,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,39.8
Lithuania,2013,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,38.7
Lithuania,2014,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,40.5
Lithuania,2015,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,42.7
Luxembourg,1995,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,8.6
Luxembourg,1996,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,8.2
Luxembourg,1997,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,8
Luxembourg,1998,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,7.7
Luxembourg,1999,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,6.8
Luxembourg,2000,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,6.5
Luxembourg,2001,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,7
Luxembourg,2002,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,6.9
Luxembourg,2003,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,6.9
Luxembourg,2004,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,7.3
Luxembourg,2005,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,7.5
Luxembourg,2006,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,7.9
Luxembourg,2007,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,7.8
Luxembourg,2008,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,15.1
Luxembourg,2009,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,16
Luxembourg,2010,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,19.9
Luxembourg,2011,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,18.8
Luxembourg,2012,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,21.8
Luxembourg,2013,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,23.5
Luxembourg,2014,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,22.7
Luxembourg,2015,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,22.1
Hungary,1995,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,84.3
Hungary,1996,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,71.5
Hungary,1997,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,62.1
Hungary,1998,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,60
Hungary,1999,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,59.8
Hungary,2000,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,55.1
Hungary,2001,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,51.7
Hungary,2002,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,55
Hungary,2003,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,57.6
Hungary,2004,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,58.5
Hungary,2005,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,60.5
Hungary,2006,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,64.6
Hungary,2007,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,65.6
Hungary,2008,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,71.6
Hungary,2009,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,77.8
Hungary,2010,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,80.5
Hungary,2011,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,80.7
Hungary,2012,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,78.2
Hungary,2013,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,76.6
Hungary,2014,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,75.7
Hungary,2015,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,74.7
Malta,1995,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,34.4
Malta,1996,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,38.7
Malta,1997,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,46.6
Malta,1998,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,51.2
Malta,1999,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,62.1
Malta,2000,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,60.9
Malta,2001,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,65.5
Malta,2002,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,63.2
Malta,2003,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,69.1
Malta,2004,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,72
Malta,2005,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,70.1
Malta,2006,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,64.6
Malta,2007,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,62.4
Malta,2008,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,62.7
Malta,2009,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,67.8
Malta,2010,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,67.6
Malta,2011,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,70
Malta,2012,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,67.6
Malta,2013,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,68.4
Malta,2014,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,67
Malta,2015,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,64
Netherlands,1995,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,73.6
Netherlands,1996,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,71.6
Netherlands,1997,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,65.9
Netherlands,1998,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,62.8
Netherlands,1999,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,58.5
Netherlands,2000,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,51.8
Netherlands,2001,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,49.2
Netherlands,2002,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,48.5
Netherlands,2003,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,49.7
Netherlands,2004,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,49.9
Netherlands,2005,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,49.3
Netherlands,2006,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,44.8
Netherlands,2007,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,42.7
Netherlands,2008,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,54.8
Netherlands,2009,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,56.9
Netherlands,2010,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,59.3
Netherlands,2011,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,61.6
Netherlands,2012,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,66.4
Netherlands,2013,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,67.7
Netherlands,2014,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,67.9
Netherlands,2015,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,65.1
Austria,1995,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,68
Austria,1996,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,68
Austria,1997,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,63.2
Austria,1998,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,63.6
Austria,1999,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,66.4
Austria,2000,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,65.9
Austria,2001,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,66.5
Austria,2002,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,66.5
Austria,2003,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,65.7
Austria,2004,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,65.1
Austria,2005,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,68.6
Austria,2006,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,67.3
Austria,2007,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,65.1
Austria,2008,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,68.8
Austria,2009,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,80.1
Austria,2010,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,82.8
Austria,2011,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,82.6
Austria,2012,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,82
Austria,2013,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,81.3
Austria,2014,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,84.4
Austria,2015,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,85.5
Poland,1995,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,47.6
Poland,1996,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,42.4
Poland,1997,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,42.3
Poland,1998,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,38.4
Poland,1999,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,39
Poland,2000,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,36.5
Poland,2001,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,37.3
Poland,2002,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,41.8
Poland,2003,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,46.6
Poland,2004,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,45
Poland,2005,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,46.4
Poland,2006,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,46.9
Poland,2007,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,44.2
Poland,2008,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,46.3
Poland,2009,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,49.4
Poland,2010,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,53.1
Poland,2011,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,54.1
Poland,2012,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,53.7
Poland,2013,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,55.7
Poland,2014,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,50.2
Poland,2015,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,51.1
Portugal,1995,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,58.3
Portugal,1996,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,59.5
Portugal,1997,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,55.2
Portugal,1998,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,51.8
Portugal,1999,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,51
Portugal,2000,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,50.3
Portugal,2001,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,53.4
Portugal,2002,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,56.2
Portugal,2003,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,58.7
Portugal,2004,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,62
Portugal,2005,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,67.4
Portugal,2006,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,69.2
Portugal,2007,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,68.4
Portugal,2008,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,71.7
Portugal,2009,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,83.6
Portugal,2010,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,96.2
Portugal,2011,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,111.4
Portugal,2012,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,126.2
Portugal,2013,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,129
Portugal,2014,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,130.6
Portugal,2015,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,129
Romania,1995,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,6.6
Romania,1996,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,10.6
Romania,1997,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,14.9
Romania,1998,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,16.7
Romania,1999,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,21.6
Romania,2000,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,22.4
Romania,2001,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,25.7
Romania,2002,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,24.8
Romania,2003,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,21.3
Romania,2004,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,18.6
Romania,2005,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,15.7
Romania,2006,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,12.3
Romania,2007,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,12.7
Romania,2008,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,13.2
Romania,2009,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,23.2
Romania,2010,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,29.9
Romania,2011,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,34.2
Romania,2012,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,37.3
Romania,2013,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,37.8
Romania,2014,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,39.4
Romania,2015,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,37.9
Slovenia,1995,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,18.3
Slovenia,1996,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,21.6
Slovenia,1997,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,22.1
Slovenia,1998,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,22.8
Slovenia,1999,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,23.7
Slovenia,2000,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,25.9
Slovenia,2001,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,26.1
Slovenia,2002,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,27.3
Slovenia,2003,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,26.7
Slovenia,2004,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,26.8
Slovenia,2005,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,26.3
Slovenia,2006,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,26
Slovenia,2007,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,22.8
Slovenia,2008,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,21.8
Slovenia,2009,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,34.6
Slovenia,2010,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,38.4
Slovenia,2011,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,46.6
Slovenia,2012,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,53.9
Slovenia,2013,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,71
Slovenia,2014,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,80.9
Slovenia,2015,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,83.1
Slovakia,1995,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,21.7
Slovakia,1996,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,30.5
Slovakia,1997,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,33
Slovakia,1998,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,33.9
Slovakia,1999,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,47.1
Slovakia,2000,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,49.6
Slovakia,2001,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,48.3
Slovakia,2002,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,42.9
Slovakia,2003,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,41.6
Slovakia,2004,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,40.6
Slovakia,2005,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,34.1
Slovakia,2006,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,31
Slovakia,2007,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,30.1
Slovakia,2008,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,28.5
Slovakia,2009,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,36.3
Slovakia,2010,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,41.2
Slovakia,2011,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,43.7
Slovakia,2012,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,52.2
Slovakia,2013,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,54.7
