Entity,Code,Year,"Military expenditure (1914-2007, real prices) (Correlates of War: National Material Capabilities (v4.0)) (US-$)"
Cote d'Ivoire,CIV,1961,18537634.41
Cote d'Ivoire,CIV,1962,39832687.53
Cote d'Ivoire,CIV,1963,36237117.19
Cote d'Ivoire,CIV,1964,49517371.800000004
Cote d'Ivoire,CIV,1965,56092460.43
Cote d'Ivoire,CIV,1966,55824025.48
Cote d'Ivoire,CIV,1967,69149256.7
Cote d'Ivoire,CIV,1968,67520547.75
Cote d'Ivoire,CIV,1969,62851710.26
Cote d'Ivoire,CIV,1970,59518471.26
Cote d'Ivoire,CIV,1971,65419642.86
Cote d'Ivoire,CIV,1972,71488199.76
Cote d'Ivoire,CIV,1973,89345285.5
Cote d'Ivoire,CIV,1974,117453657.1
Cote d'Ivoire,CIV,1975,119816350.8
Cote d'Ivoire,CIV,1976,108330964
Cote d'Ivoire,CIV,1977,123315060.89999999
Cote d'Ivoire,CIV,1978,191112965.39999998
Cote d'Ivoire,CIV,1979,192909184.2
Cote d'Ivoire,CIV,1980,214192724
Cote d'Ivoire,CIV,1981,155800281.9
Cote d'Ivoire,CIV,1982,139162146.5
Cote d'Ivoire,CIV,1983,132653849.50000001
Cote d'Ivoire,CIV,1984,106802452.69999999
Cote d'Ivoire,CIV,1985,102534177.1
Cote d'Ivoire,CIV,1986,131276400.7
Cote d'Ivoire,CIV,1987,163643266
Cote d'Ivoire,CIV,1988,228573249.4
Cote d'Ivoire,CIV,1989,165331573.20000002
Cote d'Ivoire,CIV,1990,157700492.3
Cote d'Ivoire,CIV,1991,155472318.8
Cote d'Ivoire,CIV,1992,93760974.91999999
Cote d'Ivoire,CIV,1993,142811626.3
Cote d'Ivoire,CIV,1994,91001219.67999999
Cote d'Ivoire,CIV,1995,106548327.1
Cote d'Ivoire,CIV,1996,102495958.3
Cote d'Ivoire,CIV,1997,106023458.5
Cote d'Ivoire,CIV,1998,125649125
Cote d'Ivoire,CIV,1999,132954914.4
Cote d'Ivoire,CIV,2000,82000000
Cote d'Ivoire,CIV,2001,78223283.58
Cote d'Ivoire,CIV,2002,138666039.5
Cote d'Ivoire,CIV,2003,162382753.1
Cote d'Ivoire,CIV,2004,172748204.7
Cote d'Ivoire,CIV,2005,169139036.9
Cote d'Ivoire,CIV,2006,229751503
Cote d'Ivoire,CIV,2007,243970618.5
Croatia,HRV,1992,650988947.1
Croatia,HRV,1993,1518790311
Croatia,HRV,1994,1109770972
Croatia,HRV,1995,1927654939
Croatia,HRV,1996,1396507432
Croatia,HRV,1997,1302723882
Croatia,HRV,1998,1130842125
Croatia,HRV,1999,677047333.6
Croatia,HRV,2000,509000000
Croatia,HRV,2001,500629014.90000004
Croatia,HRV,2002,532516110.1
Croatia,HRV,2003,562675121.1
Croatia,HRV,2004,556837298
Croatia,HRV,2005,534123274.3000001
Croatia,HRV,2006,598563126.3
Croatia,HRV,2007,709197349.5
Cuba,CUB,1919,111678070.2
Cuba,CUB,1920,115771050
Cuba,CUB,1921,139500894.5
Cuba,CUB,1922,119684733.2
Cuba,CUB,1923,78314521.13
Cuba,CUB,1924,79354912.41999999
Cuba,CUB,1925,98620127
Cuba,CUB,1926,101718146.39999999
Cuba,CUB,1927,102888935.7
Cuba,CUB,1928,106473576.9
Cuba,CUB,1929,105332046.5
Cuba,CUB,1930,102903283
Cuba,CUB,1931,96735555.55999999
Cuba,CUB,1932,106240072.8
Cuba,CUB,1933,87950974.14999999
Cuba,CUB,1934,128857877.39999999
Cuba,CUB,1935,149990179.5
Cuba,CUB,1936,187958508.1
Cuba,CUB,1937,181503195.4
Cuba,CUB,1938,185640894
Cuba,CUB,1939,188194220.1
Cuba,CUB,1940,175423891.8
Cuba,CUB,1942,138033154.70000002
Cuba,CUB,1948,240509725.70000002
Cuba,CUB,1950,233312054.5
Cuba,CUB,1952,306335337.3
Cuba,CUB,1953,286290897.1
Cuba,CUB,1955,284194087.40000004
Cuba,CUB,1956,259564325.7
Cuba,CUB,1957,276249488.9
Cuba,CUB,1960,819836956.5
Cuba,CUB,1961,811021505.4
Cuba,CUB,1962,915483510.3
Cuba,CUB,1963,905362078.5
Cuba,CUB,1964,891562329.9
Cuba,CUB,1965,613080213.9
Cuba,CUB,1966,979443577.7
Cuba,CUB,1967,703451238
Cuba,CUB,1968,845495395.1
Cuba,CUB,1969,703860443.6
Cuba,CUB,1970,819259324.3
Cuba,CUB,1971,991984127
Cuba,CUB,1972,875285428.3000001
Cuba,CUB,1973,839419134.4
Cuba,CUB,1974,804633449.5
Cuba,CUB,1975,851279974.5
Cuba,CUB,1977,1794402390
Cuba,CUB,1978,2246702242
Cuba,CUB,1979,2286092816
Cuba,CUB,1980,2078411747
Cuba,CUB,1981,2147696895
Cuba,CUB,1982,2113597904
Cuba,CUB,1983,2045722589
Cuba,CUB,1984,2003646195
Cuba,CUB,1985,1931367925
Cuba,CUB,1986,2075294521
Cuba,CUB,1987,2269784605
Cuba,CUB,1988,2959561149
Cuba,CUB,1989,2327359838
Cuba,CUB,1990,2073925266
Cuba,CUB,1991,1376701449
Cuba,CUB,1994,395078.4659
Cuba,CUB,1995,761059479.5999999
Cuba,CUB,1996,763381355.9
Cuba,CUB,1997,755810793.5
Cuba,CUB,1998,794393228.5
Cuba,CUB,1999,767047583.4
Cuba,CUB,2000,735000000
Cuba,CUB,2001,718676417.9
Cuba,CUB,2002,1109328316
Cuba,CUB,2003,1125350242
Cuba,CUB,2004,1164212635
Cuba,CUB,2005,1285456680
Cuba,CUB,2006,1440697395
Cyprus,CYP,1960,28689608.7
Cyprus,CYP,1961,29850225.81
Cyprus,CYP,1962,31181368.36
Cyprus,CYP,1963,31723887.23
Cyprus,CYP,1964,33705513.879999995
Cyprus,CYP,1965,40467673.260000005
Cyprus,CYP,1966,33390509.1
Cyprus,CYP,1967,35921530.57
Cyprus,CYP,1968,25718143.970000003
Cyprus,CYP,1969,24517805.45
Cyprus,CYP,1970,25867753.84
Cyprus,CYP,1971,32366047.62
Cyprus,CYP,1972,33329688.950000003
Cyprus,CYP,1973,34692881.93
Cyprus,CYP,1974,52432426.480000004
Cyprus,CYP,1975,51063742.03
Cyprus,CYP,1976,44044343.410000004
Cyprus,CYP,1977,59401710.3
Cyprus,CYP,1978,51882542.02
Cyprus,CYP,1979,40866549.74
Cyprus,CYP,1980,44572664.26
Cyprus,CYP,1981,64894280.71
Cyprus,CYP,1982,116991616.89999999
Cyprus,CYP,1983,127883558.3
Cyprus,CYP,1984,135179766.20000002
Cyprus,CYP,1985,39843404.96
Cyprus,CYP,1986,163948267.1
Cyprus,CYP,1987,165461828.4
Cyprus,CYP,1988,164929472.4
Cyprus,CYP,1989,197494923.10000002
Cyprus,CYP,1990,372963142.1
Cyprus,CYP,1991,337647898.6
Cyprus,CYP,1992,553630707.1
Cyprus,CYP,1993,554245121.1
Cyprus,CYP,1994,567092966.5
Cyprus,CYP,1995,400099840.7
Cyprus,CYP,1996,519953455
Cyprus,CYP,1997,530117292.7
Cyprus,CYP,1998,528557063.1
Cyprus,CYP,1999,361023729.2
Cyprus,CYP,2000,361000000
Cyprus,CYP,2001,308004179.1
Cyprus,CYP,2002,236887817.5
Cyprus,CYP,2003,285113903.6
Cyprus,CYP,2004,209503141.8
Cyprus,CYP,2005,243916295.2
Cyprus,CYP,2006,207294589.2
Cyprus,CYP,2007,418956441.3
Czech Republic,CZE,1993,916374602.1
Czech Republic,CZE,1994,854856579.5
Czech Republic,CZE,1995,1217695167
Czech Republic,CZE,1996,1255575489
Czech Republic,CZE,1997,1036090629
Czech Republic,CZE,1998,1223261730
Czech Republic,CZE,1999,1140344074
Czech Republic,CZE,2000,1148000000
Czech Republic,CZE,2001,1141082149
Czech Republic,CZE,2002,1427104657
Czech Republic,CZE,2003,1799427484
Czech Republic,CZE,2004,1823044883
Czech Republic,CZE,2005,1972695293
Czech Republic,CZE,2006,2079855711
Czech Republic,CZE,2007,2245370968
Czechoslovakia,OWID_CZS,1918,157946630.70000002
Czechoslovakia,OWID_CZS,1919,168915606.3
Czechoslovakia,OWID_CZS,1920,159218433.8
Czechoslovakia,OWID_CZS,1921,219743498
Czechoslovakia,OWID_CZS,1922,294778594.6
Czechoslovakia,OWID_CZS,1923,550195348.0999999
Czechoslovakia,OWID_CZS,1924,535779084.5
Czechoslovakia,OWID_CZS,1925,484191003
Czechoslovakia,OWID_CZS,1926,399246375.5
Czechoslovakia,OWID_CZS,1927,435470965.29999995
Czechoslovakia,OWID_CZS,1928,444427307.7
Czechoslovakia,OWID_CZS,1929,438756693.90000004
Czechoslovakia,OWID_CZS,1930,432068464.4
Czechoslovakia,OWID_CZS,1931,500209022.2
Czechoslovakia,OWID_CZS,1932,520104540.4
Czechoslovakia,OWID_CZS,1933,512453136.1
Czechoslovakia,OWID_CZS,1934,882742500.6
Czechoslovakia,OWID_CZS,1935,696934628.3
Czechoslovakia,OWID_CZS,1936,848957003.7
Czechoslovakia,OWID_CZS,1937,1537558392
Czechoslovakia,OWID_CZS,1938,2034214243
Czechoslovakia,OWID_CZS,1939,2737224177
Czechoslovakia,OWID_CZS,1945,2432642326
Czechoslovakia,OWID_CZS,1946,2677366065
Czechoslovakia,OWID_CZS,1947,2966342955
Czechoslovakia,OWID_CZS,1948,3238014899
Czechoslovakia,OWID_CZS,1949,3730071409
Czechoslovakia,OWID_CZS,1950,4329390298
Czechoslovakia,OWID_CZS,1951,4967974789
Czechoslovakia,OWID_CZS,1952,4494650534
Czechoslovakia,OWID_CZS,1953,4129076378
Czechoslovakia,OWID_CZS,1954,3840785512
Czechoslovakia,OWID_CZS,1955,4344017146
Czechoslovakia,OWID_CZS,1956,4672066251
Czechoslovakia,OWID_CZS,1957,4762708612
Czechoslovakia,OWID_CZS,1958,4630132856
Czechoslovakia,OWID_CZS,1959,4598004750
Czechoslovakia,OWID_CZS,1960,4699787967
Czechoslovakia,OWID_CZS,1961,5151145161
Czechoslovakia,OWID_CZS,1962,5837580604
Czechoslovakia,OWID_CZS,1963,5735441606
Czechoslovakia,OWID_CZS,1964,5374346640
Czechoslovakia,OWID_CZS,1965,5187648296
Czechoslovakia,OWID_CZS,1966,5539924506
Czechoslovakia,OWID_CZS,1967,6252328397
Czechoslovakia,OWID_CZS,1968,6910587146
Czechoslovakia,OWID_CZS,1969,7558957866
Czechoslovakia,OWID_CZS,1970,7826722090
Czechoslovakia,OWID_CZS,1971,8827632540
Czechoslovakia,OWID_CZS,1972,9265240472
Czechoslovakia,OWID_CZS,1973,9796332194
Czechoslovakia,OWID_CZS,1974,9671865261
Czechoslovakia,OWID_CZS,1975,9866752710
Czechoslovakia,OWID_CZS,1976,9944386911
Czechoslovakia,OWID_CZS,1977,9795572738
Czechoslovakia,OWID_CZS,1978,10206630210
Czechoslovakia,OWID_CZS,1979,10137784870
Czechoslovakia,OWID_CZS,1980,9838635116
Czechoslovakia,OWID_CZS,1981,10041923270
Czechoslovakia,OWID_CZS,1982,10806567050
Czechoslovakia,OWID_CZS,1983,10942985470
Czechoslovakia,OWID_CZS,1984,7459170692
Czechoslovakia,OWID_CZS,1985,6937187456
Czechoslovakia,OWID_CZS,1986,6632529110
Czechoslovakia,OWID_CZS,1987,7410983470
Czechoslovakia,OWID_CZS,1988,7081807035
Czechoslovakia,OWID_CZS,1989,5850194130
Czechoslovakia,OWID_CZS,1990,5298259697
Czechoslovakia,OWID_CZS,1991,1123198493
Czechoslovakia,OWID_CZS,1992,1107029333
Democratic Republic of Congo,COD,1961,46344086.02
Democratic Republic of Congo,COD,1962,91548351.03
Democratic Republic of Congo,COD,1963,90536207.85000001
Democratic Republic of Congo,COD,1964,53493739.79
Democratic Republic of Congo,COD,1965,135753475.89999998
Democratic Republic of Congo,COD,1966,136270410.8
Democratic Republic of Congo,COD,1967,153104093
Democratic Republic of Congo,COD,1968,174656325.7
Democratic Republic of Congo,COD,1969,230835951.89999998
Democratic Republic of Congo,COD,1970,215594559
Democratic Republic of Congo,COD,1971,305804761.9
Democratic Republic of Congo,COD,1972,297006965.6
Democratic Republic of Congo,COD,1973,259909035.70000002
Democratic Republic of Congo,COD,1974,482780069.7
Democratic Republic of Congo,COD,1975,385948405.6
Democratic Republic of Congo,COD,1976,250425462.20000002
Democratic Republic of Congo,COD,1977,84297295.67
Democratic Republic of Congo,COD,1978,98997605.05
Democratic Republic of Congo,COD,1979,232643234.1
Democratic Republic of Congo,COD,1980,330431132
Democratic Republic of Congo,COD,1981,142910877
Democratic Republic of Congo,COD,1982,235991946.39999998
Democratic Republic of Congo,COD,1983,214173846.2
Democratic Republic of Congo,COD,1984,81176950.24000001
Democratic Republic of Congo,COD,1985,115882075.5
Democratic Republic of Congo,COD,1986,65287643.839999996
Democratic Republic of Congo,COD,1987,63253154.12
Democratic Republic of Congo,COD,1988,88284766.05000001
Democratic Republic of Congo,COD,1989,179402561.9
Democratic Republic of Congo,COD,1990,71945951.48
Democratic Republic of Congo,COD,1991,278900724.6
Democratic Republic of Congo,COD,1993,277689273.4
Democratic Republic of Congo,COD,1994,132062745.6
Democratic Republic of Congo,COD,1995,201137148.2
Democratic Republic of Congo,COD,1996,185773924.39999998
Democratic Republic of Congo,COD,1997,323319061.70000005
Democratic Republic of Congo,COD,1998,385254755.3
Democratic Republic of Congo,COD,1999,420342075.7
Democratic Republic of Congo,COD,2000,400000000
Democratic Republic of Congo,COD,2001,383294089.6
Democratic Republic of Congo,COD,2002,910958842.9000001
Democratic Republic of Congo,COD,2003,112346207.1
Democratic Republic of Congo,COD,2004,180099192.1
Democratic Republic of Congo,COD,2005,133530818.6
Democratic Republic of Congo,COD,2006,140787575.2
Democratic Republic of Congo,COD,2007,139652147.1
Denmark,DNK,1914,57017241.88
Denmark,DNK,1915,97597404.72
Denmark,DNK,1916,109362036.30000001
Denmark,DNK,1917,107477147.2
Denmark,DNK,1918,110993180.8
Denmark,DNK,1919,123083622.39999999
Denmark,DNK,1920,119125744.39999999
Denmark,DNK,1921,159277649.4
Denmark,DNK,1922,94304761.11999999
Denmark,DNK,1923,86165745.47
Denmark,DNK,1924,72758681.25999999
Denmark,DNK,1925,76567150
Denmark,DNK,1926,96098404.38000001
Denmark,DNK,1927,93972953.06
Denmark,DNK,1928,104625250
Denmark,DNK,1929,109765686.9
Denmark,DNK,1930,105135086
Denmark,DNK,1931,115843222.2
Denmark,DNK,1932,79330259.60000001
Denmark,DNK,1933,74748300.68
Denmark,DNK,1934,99229547.1
Denmark,DNK,1935,98516465.23
Denmark,DNK,1936,98513363.3
Denmark,DNK,1937,120694470
Denmark,DNK,1938,223142676.9
Denmark,DNK,1939,299081835.8
Denmark,DNK,1940,362471530.09999996
Denmark,DNK,1945,379535081.59999996
Denmark,DNK,1946,369202685.9
Denmark,DNK,1947,377443652.40000004
Denmark,DNK,1948,393258661
Denmark,DNK,1949,451323649.5
Denmark,DNK,1950,308972458.90000004
Denmark,DNK,1951,542649203.1
Denmark,DNK,1952,534380114.90000004
Denmark,DNK,1953,693947527.6999999
Denmark,DNK,1954,685793960.1
Denmark,DNK,1955,701001556.6
Denmark,DNK,1956,689703129.3000001
Denmark,DNK,1957,721488816.6
Denmark,DNK,1958,654175856.5
Denmark,DNK,1959,678081500
Denmark,DNK,1960,754798119.6
Denmark,DNK,1961,791862860.2
Denmark,DNK,1962,1031012952
Denmark,DNK,1963,1082840207
Denmark,DNK,1964,1137834134
Denmark,DNK,1965,1249015182
Denmark,DNK,1966,1285383425
Denmark,DNK,1967,1345611183
Denmark,DNK,1968,1378300395
Denmark,DNK,1969,1331859111
Denmark,DNK,1970,1322284549
Denmark,DNK,1971,1473517167
Denmark,DNK,1972,1597291004
Denmark,DNK,1973,1808997978
Denmark,DNK,1974,2078105695
Denmark,DNK,1975,2399883590
Denmark,DNK,1976,2326042376
Denmark,DNK,1977,2462299934
Denmark,DNK,1978,2863127039
Denmark,DNK,1979,3054979771
Denmark,DNK,1980,2966582420
Denmark,DNK,1981,2440897525
Denmark,DNK,1982,2224911412
Denmark,DNK,1983,2266755258
Denmark,DNK,1984,1860627311
Denmark,DNK,1985,1698173131
Denmark,DNK,1986,2187472603
Denmark,DNK,1987,2146723994
Denmark,DNK,1988,2655677638
Denmark,DNK,1989,2441820158
Denmark,DNK,1990,3188767411
Denmark,DNK,1991,1541668261
Denmark,DNK,1992,3237538614
Denmark,DNK,1993,3039847474
Denmark,DNK,1994,2885404526
Denmark,DNK,1995,3389976367
Denmark,DNK,1996,3365283963
Denmark,DNK,1997,2944512883
Denmark,DNK,1998,3014540578
Denmark,DNK,1999,2721484826
Denmark,DNK,2000,2395000000
Denmark,DNK,2001,2355498627
Denmark,DNK,2002,2596136406
Denmark,DNK,2003,3028627162
Denmark,DNK,2004,3288648003
Denmark,DNK,2005,3090793347
Denmark,DNK,2006,3369400802
Denmark,DNK,2007,3388667762
Djibouti,DJI,1979,66652546.059999995
Djibouti,DJI,1980,36904010.82
Djibouti,DJI,1981,35442910.14
Djibouti,DJI,1982,39729283.91
Djibouti,DJI,1983,42810306.199999996
Djibouti,DJI,1984,39859924.28
Djibouti,DJI,1985,46066701.61
Djibouti,DJI,1986,41908329.28
Djibouti,DJI,1987,46489564.2
Djibouti,DJI,1988,47564375.61
Djibouti,DJI,1989,33066314.65
Djibouti,DJI,1990,34340572.11
Djibouti,DJI,1991,46166971.01
Djibouti,DJI,1992,43979467.199999996
Djibouti,DJI,1993,31735916.959999997
Djibouti,DJI,1994,28854045.259999998
Djibouti,DJI,1995,23919012.21
Djibouti,DJI,1996,22420990.87
Djibouti,DJI,1997,20994744.259999998
Djibouti,DJI,1998,22845295.46
Djibouti,DJI,1999,22500062.450000003
Djibouti,DJI,2000,23000000
Djibouti,DJI,2001,21511402.99
Djibouti,DJI,2002,24073965.189999998
Djibouti,DJI,2003,22658058.57
Djibouti,DJI,2004,14701974.87
Djibouti,DJI,2005,10682465.49
Djibouti,DJI,2006,14683366.73
Djibouti,DJI,2007,14301725.909999998
Dominica,DMA,1978,474787.766
Dominica,DMA,1979,482770.818
Dominican Republic,DOM,1924,9014571.283
Dominican Republic,DOM,1925,7894196
Dominican Republic,DOM,1926,7014482.072
Dominican Republic,DOM,1927,12534183.67
Dominican Republic,DOM,1928,13261538.459999999
Dominican Republic,DOM,1929,12407575.76
Dominican Republic,DOM,1930,9442243.187
Dominican Republic,DOM,1931,10535555.56
Dominican Republic,DOM,1932,11930993.379999999
Dominican Republic,DOM,1933,12255646.26
Dominican Republic,DOM,1934,12679741.94
Dominican Republic,DOM,1935,10352718.08
Dominican Republic,DOM,1936,18402247.189999998
Dominican Republic,DOM,1937,19637889.69
Dominican Republic,DOM,1938,19185080.150000002
Dominican Republic,DOM,1939,19352114.43
Dominican Republic,DOM,1942,18466763.07
Dominican Republic,DOM,1943,19698769.15
Dominican Republic,DOM,1944,25644714.86
Dominican Republic,DOM,1945,28442649.17
Dominican Republic,DOM,1946,27174512.91
Dominican Republic,DOM,1947,34941427.46
Dominican Republic,DOM,1950,105111026.19999999
Dominican Republic,DOM,1953,136004381.3
Dominican Republic,DOM,1954,119725320.9
Dominican Republic,DOM,1955,159843385.6
Dominican Republic,DOM,1958,166188529.4
Dominican Republic,DOM,1959,202350000
Dominican Republic,DOM,1960,156471739.1
Dominican Republic,DOM,1961,146447311.79999998
Dominican Republic,DOM,1962,151512521
Dominican Republic,DOM,1963,153911553.3
Dominican Republic,DOM,1964,164939031
Dominican Republic,DOM,1965,153270053.5
Dominican Republic,DOM,1966,137973791
Dominican Republic,DOM,1967,129103991.89999999
Dominican Republic,DOM,1968,129007513.30000001
Dominican Republic,DOM,1969,117310073.9
Dominican Republic,DOM,1970,113546467.69999999
Dominican Republic,DOM,1971,109118254
Dominican Republic,DOM,1972,112770856.7
Dominican Republic,DOM,1973,113787927.1
Dominican Republic,DOM,1974,135817561
Dominican Republic,DOM,1975,149365688.8
Dominican Republic,DOM,1976,166849637.2
Dominican Republic,DOM,1977,176643767.8
Dominican Republic,DOM,1978,189697313.8
Dominican Republic,DOM,1979,317824121.8
Dominican Republic,DOM,1980,304458089.2
Dominican Republic,DOM,1981,199155399.8
Dominican Republic,DOM,1982,203413933.6
Dominican Republic,DOM,1983,197233196.39999998
Dominican Republic,DOM,1984,230301784.7
Dominican Republic,DOM,1985,72948481.83
Dominican Republic,DOM,1986,96318905.82
Dominican Republic,DOM,1987,104738253.5
Dominican Republic,DOM,1988,79273959.34
Dominican Republic,DOM,1989,77095384.38000001
Dominican Republic,DOM,1990,70165147.52
Dominican Republic,DOM,1991,41289175.36
Dominican Republic,DOM,1992,68464078.22
Dominican Republic,DOM,1993,122409965.4
Dominican Republic,DOM,1994,127623661.7
Dominican Republic,DOM,1995,118507833.19999999
Dominican Republic,DOM,1996,123849282.9
Dominican Republic,DOM,1997,124918728.4
Dominican Republic,DOM,1998,119418589.9
Dominican Republic,DOM,1999,116591232.69999999
Dominican Republic,DOM,2000,169000000
Dominican Republic,DOM,2001,152535403
Dominican Republic,DOM,2002,220517521.2
Dominican Republic,DOM,2003,147277380.70000002
Dominican Republic,DOM,2004,140587634.6
Dominican Republic,DOM,2005,243026089.79999998
Dominican Republic,DOM,2006,221114228.5
Dominican Republic,DOM,2007,227986336.60000002
East Germany,OWID_GDR,1957,1826363666
East Germany,OWID_GDR,1958,2241377471
East Germany,OWID_GDR,1959,2586365500
East Germany,OWID_GDR,1960,1339847826
East Germany,OWID_GDR,1961,1339348720
East Germany,OWID_GDR,1962,3571768070
East Germany,OWID_GDR,1963,3701074909
East Germany,OWID_GDR,1964,3813693529
East Germany,OWID_GDR,1965,4031882614
East Germany,OWID_GDR,1966,4224391252.0000005
East Germany,OWID_GDR,1967,4752011734
East Germany,OWID_GDR,1968,8011854822
East Germany,OWID_GDR,1969,8506365376
East Germany,OWID_GDR,1970,9067091486
East Germany,OWID_GDR,1971,10207858730
East Germany,OWID_GDR,1972,10703068900
East Germany,OWID_GDR,1973,11475170460
East Germany,OWID_GDR,1974,11702566060
East Germany,OWID_GDR,1975,11500113520
East Germany,OWID_GDR,1976,12083230930
East Germany,OWID_GDR,1977,12722312950
East Germany,OWID_GDR,1978,13050565370
East Germany,OWID_GDR,1979,12627675360
East Germany,OWID_GDR,1980,13245334770
East Germany,OWID_GDR,1981,13689822350
East Germany,OWID_GDR,1982,14558470310
East Germany,OWID_GDR,1983,14992843490
East Germany,OWID_GDR,1984,11383239990
East Germany,OWID_GDR,1985,11417961040
East Germany,OWID_GDR,1986,12547118490
East Germany,OWID_GDR,1987,15896696280
East Germany,OWID_GDR,1988,16872141010.000002
East Germany,OWID_GDR,1989,17766785220
Ecuador,ECU,1914,49160587.66
Ecuador,ECU,1915,41318985.83
Ecuador,ECU,1918,18701797.86
Ecuador,ECU,1920,4984312.24
Ecuador,ECU,1925,11849483
Ecuador,ECU,1926,15015885.459999999
Ecuador,ECU,1927,13921300
Ecuador,ECU,1928,14148403.850000001
Ecuador,ECU,1929,14723656.569999998
Ecuador,ECU,1930,15622620.549999999
Ecuador,ECU,1931,18964000
Ecuador,ECU,1932,19523443.71
Ecuador,ECU,1933,15954623.13
Ecuador,ECU,1934,15680614.19
Ecuador,ECU,1935,14990735.780000001
Ecuador,ECU,1936,22982362.05
Ecuador,ECU,1937,19078209.83
Ecuador,ECU,1938,12571276.200000001
Ecuador,ECU,1939,19494708.96
Ecuador,ECU,1941,15727031.11
Ecuador,ECU,1942,14568903.95
Ecuador,ECU,1943,20995291.11
Ecuador,ECU,1944,28902352.94
Ecuador,ECU,1945,40379966.96
Ecuador,ECU,1946,32819425.990000002
Ecuador,ECU,1947,32470115.59
Ecuador,ECU,1949,35777125.92
Ecuador,ECU,1950,53201699.64
Ecuador,ECU,1951,32316508.83
Ecuador,ECU,1952,40802772.879999995
Ecuador,ECU,1953,64534289.58
Ecuador,ECU,1954,88323449.67
Ecuador,ECU,1955,102478282.8
Ecuador,ECU,1956,100110397.80000001
Ecuador,ECU,1957,93934674.67999999
Ecuador,ECU,1958,89664732.94
Ecuador,ECU,1959,77444000
Ecuador,ECU,1960,103899108.7
Ecuador,ECU,1961,102781914
Ecuador,ECU,1962,82837525.42999999
Ecuador,ECU,1963,76444247.1
Ecuador,ECU,1964,90725382.69
Ecuador,ECU,1965,103093817.1
Ecuador,ECU,1966,113138508.6
Ecuador,ECU,1967,103792161.2
Ecuador,ECU,1968,115066763
Ecuador,ECU,1969,148620511.1
Ecuador,ECU,1970,151595314.2
Ecuador,ECU,1971,101524444.39999999
Ecuador,ECU,1972,122343266.60000001
Ecuador,ECU,1973,157064646.9
Ecuador,ECU,1974,204297003.5
Ecuador,ECU,1975,263426760.20000002
Ecuador,ECU,1976,253789685.6
Ecuador,ECU,1977,448647205.5
Ecuador,ECU,1978,356918436.2
Ecuador,ECU,1979,373181842.3
Ecuador,ECU,1980,358153425
Ecuador,ECU,1981,418557140.1
Ecuador,ECU,1982,364462148.09999996
Ecuador,ECU,1983,329405430
Ecuador,ECU,1984,330720744.40000004
Ecuador,ECU,1985,351723558.7
Ecuador,ECU,1986,232979854.5
Ecuador,ECU,1987,257059943.20000002
Ecuador,ECU,1988,290671184.3
Ecuador,ECU,1989,295053269.09999996
Ecuador,ECU,1990,308304750.6
Ecuador,ECU,1991,309662881.2
Ecuador,ECU,1993,606382699
Ecuador,ECU,1994,621471744.1
Ecuador,ECU,1995,576230748.8
Ecuador,ECU,1996,667291395
Ecuador,ECU,1997,726418151.5
Ecuador,ECU,1998,563863428.9000001
Ecuador,ECU,1999,346705507.7
Ecuador,ECU,2000,480000000
Ecuador,ECU,2001,495740059.7
Ecuador,ECU,2002,465109007.5
Ecuador,ECU,2003,604214895.1
Ecuador,ECU,2004,540297576.3
Ecuador,ECU,2005,527891836.09999996
Ecuador,ECU,2006,564014028.1
Ecuador,ECU,2007,650307889.9
Egypt,EGY,1937,153096988
Egypt,EGY,1938,348310178.8
Egypt,EGY,1939,121347942.8
Egypt,EGY,1940,144581680.2
Egypt,EGY,1941,167912237.3
Egypt,EGY,1942,175534754.5
Egypt,EGY,1943,217849148.1
Egypt,EGY,1944,218335232.3
Egypt,EGY,1945,195756095.20000002
Egypt,EGY,1946,225500535.29999998
Egypt,EGY,1947,207564785.1
Egypt,EGY,1948,214214605.9
Egypt,EGY,1949,846168525.8
Egypt,EGY,1950,528407880.7
Egypt,EGY,1951,525431162.99999994
Egypt,EGY,1952,547968275.2
Egypt,EGY,1953,572020015.8000001
Egypt,EGY,1954,719968316.3
Egypt,EGY,1955,1069443402
Egypt,EGY,1956,1213178211
Egypt,EGY,1957,1103072580
Egypt,EGY,1958,982227196.5
Egypt,EGY,1959,1273161500
Egypt,EGY,1960,1365000424
Egypt,EGY,1961,1196738699
Egypt,EGY,1962,1298924624
Egypt,EGY,1963,1145237761
Egypt,EGY,1964,1466116300
Egypt,EGY,1965,1792751645
Egypt,EGY,1966,1958810503
Egypt,EGY,1967,2360190628
Egypt,EGY,1968,2985313248
Egypt,EGY,1969,3690200291
Egypt,EGY,1970,4346928889
Egypt,EGY,1971,5113643968
Egypt,EGY,1972,6408666161
Egypt,EGY,1973,9931506656
Egypt,EGY,1974,11156565200
Egypt,EGY,1975,10884259460
Egypt,EGY,1976,9894463222
Egypt,EGY,1977,10987946130
Egypt,EGY,1978,7235632700
Egypt,EGY,1979,3448854377
Egypt,EGY,1980,2810066975
Egypt,EGY,1981,3545955143
Egypt,EGY,1982,3964238802
Egypt,EGY,1983,4652695938
Egypt,EGY,1984,5590587635
Egypt,EGY,1985,5927153564
Egypt,EGY,1986,7319619863
Egypt,EGY,1987,6248744365
Egypt,EGY,1988,7570663117
Egypt,EGY,1989,5430506290
Egypt,EGY,1990,1925524936
Egypt,EGY,1991,1958239130
Egypt,EGY,1992,2866208020
